street_segment_id,street_name,captureDate,day_of_week,fy_quarter,period,coverage
8220,HEIDELBERG ROAD,11/03/2021,Thursday,2021Q3,during construction (exclude),both ends
8220,HEIDELBERG ROAD,29/04/2021,Thursday,2021Q4,after,both ends
8220,HEIDELBERG ROAD,1/09/2021,Wednesday,2122Q1,after,both ends
8220,HEIDELBERG ROAD,23/09/2021,Thursday,2122Q1,after,both ends
8220,HEIDELBERG ROAD,26/09/2021,Sunday,2122Q1,after,both ends
8220,HEIDELBERG ROAD,27/10/2021,Wednesday,2122Q2,after,both ends
8220,HEIDELBERG ROAD,31/10/2021,Sunday,2122Q2,after,both ends
8220,HEIDELBERG ROAD,24/12/2021,Friday,2122Q2,after,both ends
8220,HEIDELBERG ROAD,12/02/2022,Saturday,2122Q3,after,both ends
8221,HEIDELBERG ROAD,17/12/2019,Tuesday,1920Q2,before,both ends
8221,HEIDELBERG ROAD,17/02/2020,Monday,1920Q3,before,both ends
8221,HEIDELBERG ROAD,28/04/2020,Tuesday,1920Q4,before,both ends
8221,HEIDELBERG ROAD,7/09/2020,Monday,2021Q1,before,both ends
8221,HEIDELBERG ROAD,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
8221,HEIDELBERG ROAD,22/01/2021,Friday,2021Q3,during construction (exclude),both ends
8221,HEIDELBERG ROAD,11/03/2021,Thursday,2021Q3,during construction (exclude),both ends
8221,HEIDELBERG ROAD,29/04/2021,Thursday,2021Q4,after,both ends
8221,HEIDELBERG ROAD,1/09/2021,Wednesday,2122Q1,after,both ends
8221,HEIDELBERG ROAD,23/09/2021,Thursday,2122Q1,after,both ends
8221,HEIDELBERG ROAD,26/09/2021,Sunday,2122Q1,after,both ends
8221,HEIDELBERG ROAD,27/10/2021,Wednesday,2122Q2,after,both ends
8221,HEIDELBERG ROAD,31/10/2021,Sunday,2122Q2,after,both ends
8221,HEIDELBERG ROAD,24/12/2021,Friday,2122Q2,after,both ends
8221,HEIDELBERG ROAD,12/02/2022,Saturday,2122Q3,after,both ends
9168,ELIZABETH STREET,7/04/2019,Sunday,1819Q4,before,both ends
9168,ELIZABETH STREET,31/08/2019,Saturday,1920Q1,before,both ends
9168,ELIZABETH STREET,17/12/2019,Tuesday,1920Q2,before,both ends
9168,ELIZABETH STREET,17/02/2020,Monday,1920Q3,before,both ends
9168,ELIZABETH STREET,28/04/2020,Tuesday,1920Q4,during construction (exclude),both ends
9168,ELIZABETH STREET,4/06/2020,Thursday,1920Q4,during construction (exclude),End A only
9168,ELIZABETH STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
9168,ELIZABETH STREET,2/11/2020,Monday,2021Q2,after,End A only
9168,ELIZABETH STREET,8/11/2020,Sunday,2021Q2,after,both ends
9168,ELIZABETH STREET,22/01/2021,Friday,2021Q3,after,both ends
9168,ELIZABETH STREET,11/03/2021,Thursday,2021Q3,after,both ends
9168,ELIZABETH STREET,29/04/2021,Thursday,2021Q4,after,both ends
9168,ELIZABETH STREET,21/06/2021,Monday,2021Q4,after,End A only
9168,ELIZABETH STREET,27/07/2021,Tuesday,2122Q1,after,End A only
9168,ELIZABETH STREET,1/09/2021,Wednesday,2122Q1,after,both ends
9168,ELIZABETH STREET,23/09/2021,Thursday,2122Q1,after,both ends
9168,ELIZABETH STREET,26/09/2021,Sunday,2122Q1,after,both ends
9800,ALBERT STREET,8/10/2016,Saturday,1617Q2,before,both ends
9800,ALBERT STREET,23/12/2016,Friday,1617Q2,before,both ends
9800,ALBERT STREET,7/02/2017,Tuesday,1617Q3,before,both ends
9800,ALBERT STREET,4/05/2017,Thursday,1617Q4,before,both ends
9800,ALBERT STREET,9/08/2017,Wednesday,1718Q1,before,both ends
9800,ALBERT STREET,10/10/2017,Tuesday,1718Q2,during construction (exclude),both ends
9800,ALBERT STREET,23/11/2017,Thursday,1718Q2,during construction (exclude),both ends
9800,ALBERT STREET,16/01/2018,Tuesday,1718Q3,during construction (exclude),both ends
9800,ALBERT STREET,17/02/2018,Saturday,1718Q3,during construction (exclude),both ends
9800,ALBERT STREET,4/04/2018,Wednesday,1718Q4,after,both ends
9800,ALBERT STREET,23/08/2018,Thursday,1819Q1,after,both ends
9800,ALBERT STREET,19/10/2018,Friday,1819Q2,after,both ends
9800,ALBERT STREET,11/01/2019,Friday,1819Q3,after,both ends
9800,ALBERT STREET,23/02/2019,Saturday,1819Q3,after,both ends
9801,ALBERT STREET,19/10/2018,Friday,1819Q2,before,both ends
9801,ALBERT STREET,11/01/2019,Friday,1819Q3,before,both ends
9801,ALBERT STREET,23/02/2019,Saturday,1819Q3,before,both ends
9801,ALBERT STREET,7/04/2019,Sunday,1819Q4,before,both ends
9801,ALBERT STREET,31/08/2019,Saturday,1920Q1,before,both ends
9801,ALBERT STREET,17/12/2019,Tuesday,1920Q2,during construction (exclude),both ends
9801,ALBERT STREET,17/02/2020,Monday,1920Q3,during construction (exclude),both ends
9801,ALBERT STREET,28/04/2020,Tuesday,1920Q4,during construction (exclude),both ends
9801,ALBERT STREET,4/06/2020,Thursday,1920Q4,during construction (exclude),both ends
9801,ALBERT STREET,7/09/2020,Monday,2021Q1,after,both ends
9801,ALBERT STREET,2/11/2020,Monday,2021Q2,after,both ends
9801,ALBERT STREET,8/11/2020,Sunday,2021Q2,after,both ends
9801,ALBERT STREET,22/01/2021,Friday,2021Q3,after,both ends
9801,ALBERT STREET,11/03/2021,Thursday,2021Q3,after,both ends
9801,ALBERT STREET,29/04/2021,Thursday,2021Q4,after,both ends
9801,ALBERT STREET,21/06/2021,Monday,2021Q4,after,both ends
9802,ALBERT STREET,12/10/2009,Monday,0910Q2,before,both ends
9802,ALBERT STREET,6/11/2009,Friday,0910Q2,before,both ends
9802,ALBERT STREET,13/11/2009,Friday,0910Q2,before,both ends
9802,ALBERT STREET,7/01/2010,Thursday,0910Q3,before,both ends
9802,ALBERT STREET,20/02/2010,Saturday,0910Q3,before,both ends
9802,ALBERT STREET,16/04/2010,Friday,0910Q4,during construction (exclude),both ends
9802,ALBERT STREET,21/06/2010,Monday,0910Q4,during construction (exclude),both ends
9802,ALBERT STREET,11/07/2010,Sunday,1011Q1,after,both ends
9802,ALBERT STREET,1/10/2010,Friday,1011Q2,after,both ends
9802,ALBERT STREET,20/10/2010,Wednesday,1011Q2,after,both ends
9802,ALBERT STREET,20/11/2010,Saturday,1011Q2,after,both ends
9802,ALBERT STREET,24/12/2010,Friday,1011Q2,after,both ends
9802,ALBERT STREET,29/01/2011,Saturday,1011Q3,after,both ends
9802,ALBERT STREET,6/04/2011,Wednesday,1011Q4,after,both ends
9802,ALBERT STREET,28/06/2011,Tuesday,1011Q4,after,both ends
9803,ALBERT STREET,12/10/2009,Monday,0910Q2,before,both ends
9803,ALBERT STREET,6/11/2009,Friday,0910Q2,before,both ends
9803,ALBERT STREET,13/11/2009,Friday,0910Q2,before,both ends
9803,ALBERT STREET,7/01/2010,Thursday,0910Q3,before,both ends
9803,ALBERT STREET,20/02/2010,Saturday,0910Q3,before,both ends
9803,ALBERT STREET,16/04/2010,Friday,0910Q4,during construction (exclude),both ends
9803,ALBERT STREET,21/06/2010,Monday,0910Q4,during construction (exclude),both ends
9803,ALBERT STREET,11/07/2010,Sunday,1011Q1,after,both ends
9803,ALBERT STREET,1/10/2010,Friday,1011Q2,after,both ends
9803,ALBERT STREET,20/10/2010,Wednesday,1011Q2,after,both ends
9803,ALBERT STREET,20/11/2010,Saturday,1011Q2,after,both ends
9803,ALBERT STREET,24/12/2010,Friday,1011Q2,after,both ends
9803,ALBERT STREET,29/01/2011,Saturday,1011Q3,after,both ends
9803,ALBERT STREET,6/04/2011,Wednesday,1011Q4,after,both ends
9803,ALBERT STREET,28/06/2011,Tuesday,1011Q4,after,both ends
9804,ALBERT STREET,12/10/2009,Monday,0910Q2,before,both ends
9804,ALBERT STREET,6/11/2009,Friday,0910Q2,before,both ends
9804,ALBERT STREET,13/11/2009,Friday,0910Q2,before,both ends
9804,ALBERT STREET,7/01/2010,Thursday,0910Q3,before,both ends
9804,ALBERT STREET,20/02/2010,Saturday,0910Q3,before,both ends
9804,ALBERT STREET,16/04/2010,Friday,0910Q4,during construction (exclude),both ends
9804,ALBERT STREET,21/06/2010,Monday,0910Q4,during construction (exclude),both ends
9804,ALBERT STREET,11/07/2010,Sunday,1011Q1,during construction (exclude),both ends
9804,ALBERT STREET,1/10/2010,Friday,1011Q2,during construction (exclude),both ends
9804,ALBERT STREET,20/10/2010,Wednesday,1011Q2,during construction (exclude),both ends
9804,ALBERT STREET,20/11/2010,Saturday,1011Q2,during construction (exclude),both ends
9804,ALBERT STREET,24/12/2010,Friday,1011Q2,during construction (exclude),both ends
9804,ALBERT STREET,29/01/2011,Saturday,1011Q3,during construction (exclude),both ends
9804,ALBERT STREET,6/04/2011,Wednesday,1011Q4,during construction (exclude),both ends
9804,ALBERT STREET,28/06/2011,Tuesday,1011Q4,during construction (exclude),both ends
9804,ALBERT STREET,20/08/2011,Saturday,1112Q1,after,both ends
9804,ALBERT STREET,18/10/2011,Tuesday,1112Q2,after,both ends
9804,ALBERT STREET,17/11/2011,Thursday,1112Q2,after,both ends
9804,ALBERT STREET,5/12/2011,Monday,1112Q2,after,both ends
9804,ALBERT STREET,17/01/2012,Tuesday,1112Q3,after,both ends
9804,ALBERT STREET,15/02/2012,Wednesday,1112Q3,after,both ends
9804,ALBERT STREET,12/03/2012,Monday,1112Q3,after,both ends
9804,ALBERT STREET,12/04/2012,Thursday,1112Q4,after,both ends
10529,SWANSTON STREET,31/08/2019,Saturday,1920Q1,before,both ends
10529,SWANSTON STREET,17/12/2019,Tuesday,1920Q2,before,both ends
10529,SWANSTON STREET,17/02/2020,Monday,1920Q3,before,both ends
10529,SWANSTON STREET,28/04/2020,Tuesday,1920Q4,before,both ends
10529,SWANSTON STREET,4/06/2020,Thursday,1920Q4,before,both ends
10529,SWANSTON STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
10529,SWANSTON STREET,2/11/2020,Monday,2021Q2,during construction (exclude),both ends
10529,SWANSTON STREET,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
10529,SWANSTON STREET,22/01/2021,Friday,2021Q3,after,both ends
10529,SWANSTON STREET,11/03/2021,Thursday,2021Q3,after,both ends
10529,SWANSTON STREET,29/04/2021,Thursday,2021Q4,after,both ends
10529,SWANSTON STREET,21/06/2021,Monday,2021Q4,after,both ends
10529,SWANSTON STREET,27/07/2021,Tuesday,2122Q1,after,both ends
10529,SWANSTON STREET,1/09/2021,Wednesday,2122Q1,after,both ends
10529,SWANSTON STREET,23/09/2021,Thursday,2122Q1,after,both ends
10529,SWANSTON STREET,26/09/2021,Sunday,2122Q1,after,both ends
10529,SWANSTON STREET,27/10/2021,Wednesday,2122Q2,after,both ends
10529,SWANSTON STREET,31/10/2021,Sunday,2122Q2,after,both ends
10529,SWANSTON STREET,24/12/2021,Friday,2122Q2,after,both ends
10838,MOORABOOL STREET,25/11/2020,Wednesday,2021Q2,before,both ends
10838,MOORABOOL STREET,11/01/2021,Monday,2021Q3,before,both ends
10838,MOORABOOL STREET,11/03/2021,Thursday,2021Q3,before,both ends
10838,MOORABOOL STREET,22/05/2021,Saturday,2021Q4,before,both ends
10838,MOORABOOL STREET,31/07/2021,Saturday,2122Q1,before,both ends
10838,MOORABOOL STREET,6/10/2021,Wednesday,2122Q2,during construction (exclude),both ends
10838,MOORABOOL STREET,22/11/2021,Monday,2122Q2,during construction (exclude),both ends
10838,MOORABOOL STREET,20/01/2022,Thursday,2122Q3,after,both ends
10838,MOORABOOL STREET,14/04/2022,Thursday,2122Q4,after,both ends
10838,MOORABOOL STREET,8/08/2022,Monday,2223Q1,after,both ends
10838,MOORABOOL STREET,10/12/2022,Saturday,2223Q2,after,both ends
12016,BALLARAT ST (STH),25/11/2019,Monday,1920Q2,before,both ends
12016,BALLARAT ST (STH),17/12/2019,Tuesday,1920Q2,before,both ends
12016,BALLARAT ST (STH),17/02/2020,Monday,1920Q3,before,both ends
12016,BALLARAT ST (STH),28/04/2020,Tuesday,1920Q4,before,both ends
12016,BALLARAT ST (STH),4/06/2020,Thursday,1920Q4,before,both ends
12016,BALLARAT ST (STH),7/09/2020,Monday,2021Q1,before,both ends
12016,BALLARAT ST (STH),2/11/2020,Monday,2021Q2,during construction (exclude),both ends
12016,BALLARAT ST (STH),8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
12016,BALLARAT ST (STH),22/01/2021,Friday,2021Q3,during construction (exclude),both ends
12016,BALLARAT ST (STH),11/03/2021,Thursday,2021Q3,during construction (exclude),both ends
12016,BALLARAT ST (STH),29/04/2021,Thursday,2021Q4,after,both ends
12016,BALLARAT ST (STH),21/06/2021,Monday,2021Q4,after,both ends
12016,BALLARAT ST (STH),27/07/2021,Tuesday,2122Q1,after,both ends
12016,BALLARAT ST (STH),1/09/2021,Wednesday,2122Q1,after,both ends
12016,BALLARAT ST (STH),27/10/2021,Wednesday,2122Q2,after,both ends
12016,BALLARAT ST (STH),24/12/2021,Friday,2122Q2,after,both ends
12016,BALLARAT ST (STH),12/02/2022,Saturday,2122Q3,after,both ends
12017,Ballarat St,19/10/2013,Saturday,1314Q2,before,both ends
12017,Ballarat St,9/01/2014,Thursday,1314Q3,before,both ends
12017,Ballarat St,4/03/2014,Tuesday,1314Q3,before,both ends
12017,Ballarat St,15/05/2014,Thursday,1314Q4,before,both ends
12017,Ballarat St,3/08/2014,Sunday,1415Q1,before,both ends
12017,Ballarat St,5/09/2014,Friday,1415Q1,before,both ends
12017,Ballarat St,21/10/2014,Tuesday,1415Q2,during construction (exclude),both ends
12017,Ballarat St,29/11/2014,Saturday,1415Q2,during construction (exclude),both ends
12017,Ballarat St,5/02/2015,Thursday,1415Q3,during construction (exclude),both ends
12017,Ballarat St,1/05/2015,Friday,1415Q4,after,both ends
12017,Ballarat St,17/05/2015,Sunday,1415Q4,after,both ends
12017,Ballarat St,13/09/2015,Sunday,1516Q1,after,both ends
12017,Ballarat St,14/12/2015,Monday,1516Q2,after,both ends
12017,Ballarat St,5/02/2016,Friday,1516Q3,after,both ends
12017,Ballarat St,20/03/2016,Sunday,1516Q3,after,both ends
12018,ACLAND,1/05/2015,Friday,1415Q4,before,both ends
12018,ACLAND,17/05/2015,Sunday,1415Q4,before,both ends
12018,ACLAND,26/05/2015,Tuesday,1415Q4,before,both ends
12018,ACLAND,13/09/2015,Sunday,1516Q1,before,both ends
12018,ACLAND,4/10/2015,Sunday,1516Q2,before,both ends
12018,ACLAND,14/12/2015,Monday,1516Q2,before,both ends
12018,ACLAND,15/12/2015,Tuesday,1516Q2,before,both ends
12018,ACLAND,18/01/2016,Monday,1516Q3,before,both ends
12018,ACLAND,5/02/2016,Friday,1516Q3,before,both ends
12018,ACLAND,20/03/2016,Sunday,1516Q3,before,End A only
12018,ACLAND,19/04/2016,Tuesday,1516Q4,during construction (exclude),both ends
12018,ACLAND,28/08/2016,Sunday,1617Q1,during construction (exclude),both ends
12018,ACLAND,8/10/2016,Saturday,1617Q2,after,both ends
12018,ACLAND,17/11/2016,Thursday,1617Q2,after,End A only
12018,ACLAND,22/12/2016,Thursday,1617Q2,after,both ends
12018,ACLAND,23/12/2016,Friday,1617Q2,after,both ends
12018,ACLAND,7/02/2017,Tuesday,1617Q3,after,both ends
12018,ACLAND,22/02/2017,Wednesday,1617Q3,after,End A only
12018,ACLAND,4/05/2017,Thursday,1617Q4,after,both ends
12018,ACLAND,9/08/2017,Wednesday,1718Q1,after,both ends
12018,ACLAND,17/09/2017,Sunday,1718Q1,after,End A only
12019,MURNONG ST,25/11/2019,Monday,1920Q2,before,both ends
12019,MURNONG ST,17/02/2020,Monday,1920Q3,before,both ends
12019,MURNONG ST,28/04/2020,Tuesday,1920Q4,before,both ends
12019,MURNONG ST,7/09/2020,Monday,2021Q1,before,both ends
12019,MURNONG ST,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
12019,MURNONG ST,22/01/2021,Friday,2021Q3,during construction (exclude),both ends
12019,MURNONG ST,11/03/2021,Thursday,2021Q3,during construction (exclude),both ends
12019,MURNONG ST,29/04/2021,Thursday,2021Q4,after,both ends
12019,MURNONG ST,1/09/2021,Wednesday,2122Q1,after,both ends
12019,MURNONG ST,27/10/2021,Wednesday,2122Q2,after,both ends
12019,MURNONG ST,1/12/2021,Wednesday,2122Q2,after,both ends
12019,MURNONG ST,24/12/2021,Friday,2122Q2,after,both ends
12019,MURNONG ST,12/02/2022,Saturday,2122Q3,after,both ends
12021,MALOP STREET,28/01/2017,Saturday,1617Q3,before,both ends
12021,MALOP STREET,22/05/2017,Monday,1617Q4,before,both ends
12021,MALOP STREET,1/09/2017,Friday,1718Q1,before,both ends
12021,MALOP STREET,20/09/2017,Wednesday,1718Q1,before,both ends
12021,MALOP STREET,29/10/2017,Sunday,1718Q2,before,both ends
12021,MALOP STREET,23/12/2017,Saturday,1718Q2,before,both ends
12021,MALOP STREET,17/02/2018,Saturday,1718Q3,during construction (exclude),both ends
12021,MALOP STREET,22/03/2018,Thursday,1718Q3,during construction (exclude),both ends
12021,MALOP STREET,2/05/2018,Wednesday,1718Q4,during construction (exclude),both ends
12021,MALOP STREET,8/09/2018,Saturday,1819Q1,during construction (exclude),both ends
12021,MALOP STREET,18/11/2018,Sunday,1819Q2,after,both ends
12021,MALOP STREET,11/01/2019,Friday,1819Q3,after,both ends
12021,MALOP STREET,25/02/2019,Monday,1819Q3,after,both ends
12021,MALOP STREET,20/04/2019,Saturday,1819Q4,after,both ends
12021,MALOP STREET,28/06/2019,Friday,1819Q4,after,End A only
12021,MALOP STREET,30/08/2019,Friday,1920Q1,after,both ends
