street_segment_id,street_name,captureDate,day_of_week,fy_quarter,period,coverage
123,GHERINGHAP STREET,25/11/2020,Wednesday,2021Q2,before,both ends
123,GHERINGHAP STREET,11/01/2021,Monday,2021Q3,before,both ends
123,GHERINGHAP STREET,11/03/2021,Thursday,2021Q3,before,both ends
123,GHERINGHAP STREET,22/05/2021,Saturday,2021Q4,before,both ends
123,GHERINGHAP STREET,31/07/2021,Saturday,2122Q1,before,both ends
123,GHERINGHAP STREET,6/10/2021,Wednesday,2122Q2,during construction (exclude),both ends
123,GHERINGHAP STREET,22/11/2021,Monday,2122Q2,during construction (exclude),both ends
123,GHERINGHAP STREET,20/01/2022,Thursday,2122Q3,after,both ends
123,GHERINGHAP STREET,14/04/2022,Thursday,2122Q4,after,both ends
123,GHERINGHAP STREET,8/08/2022,Monday,2223Q1,after,both ends
123,GHERINGHAP STREET,10/12/2022,Saturday,2223Q2,after,both ends
125,GHERINGHAP STREET,25/11/2020,Wednesday,2021Q2,before,both ends
125,GHERINGHAP STREET,11/01/2021,Monday,2021Q3,before,both ends
125,GHERINGHAP STREET,11/03/2021,Thursday,2021Q3,before,both ends
125,GHERINGHAP STREET,22/05/2021,Saturday,2021Q4,before,both ends
125,GHERINGHAP STREET,31/07/2021,Saturday,2122Q1,before,both ends
125,GHERINGHAP STREET,6/10/2021,Wednesday,2122Q2,during construction (exclude),both ends
125,GHERINGHAP STREET,22/11/2021,Monday,2122Q2,during construction (exclude),both ends
125,GHERINGHAP STREET,20/01/2022,Thursday,2122Q3,after,both ends
125,GHERINGHAP STREET,14/04/2022,Thursday,2122Q4,after,both ends
125,GHERINGHAP STREET,8/08/2022,Monday,2223Q1,after,both ends
125,GHERINGHAP STREET,10/12/2022,Saturday,2223Q2,after,both ends
858,RATHDOWNE STREET,17/02/2020,Monday,1920Q3,before,both ends
858,RATHDOWNE STREET,28/04/2020,Tuesday,1920Q4,before,both ends
858,RATHDOWNE STREET,4/06/2020,Thursday,1920Q4,before,both ends
858,RATHDOWNE STREET,7/09/2020,Monday,2021Q1,before,both ends
858,RATHDOWNE STREET,2/11/2020,Monday,2021Q2,before,both ends
858,RATHDOWNE STREET,8/11/2020,Sunday,2021Q2,before,both ends
858,RATHDOWNE STREET,22/01/2021,Friday,2021Q3,during construction (exclude),both ends
858,RATHDOWNE STREET,11/03/2021,Thursday,2021Q3,during construction (exclude),both ends
858,RATHDOWNE STREET,29/04/2021,Thursday,2021Q4,during construction (exclude),both ends
858,RATHDOWNE STREET,21/06/2021,Monday,2021Q4,during construction (exclude),both ends
858,RATHDOWNE STREET,27/07/2021,Tuesday,2122Q1,after,both ends
858,RATHDOWNE STREET,1/09/2021,Wednesday,2122Q1,after,both ends
858,RATHDOWNE STREET,23/09/2021,Thursday,2122Q1,after,both ends
858,RATHDOWNE STREET,26/09/2021,Sunday,2122Q1,after,both ends
858,RATHDOWNE STREET,27/10/2021,Wednesday,2122Q2,after,both ends
858,RATHDOWNE STREET,31/10/2021,Sunday,2122Q2,after,both ends
858,RATHDOWNE STREET,24/12/2021,Friday,2122Q2,after,both ends
858,RATHDOWNE STREET,12/02/2022,Saturday,2122Q3,after,both ends
858,RATHDOWNE STREET,17/04/2022,Sunday,2122Q4,after,both ends
858,RATHDOWNE STREET,28/06/2022,Tuesday,2122Q4,after,both ends
1659,ABBOTSFORD STREET,31/08/2019,Saturday,1920Q1,before,both ends
1659,ABBOTSFORD STREET,25/11/2019,Monday,1920Q2,before,End A only
1659,ABBOTSFORD STREET,17/12/2019,Tuesday,1920Q2,before,both ends
1659,ABBOTSFORD STREET,17/02/2020,Monday,1920Q3,before,both ends
1659,ABBOTSFORD STREET,28/04/2020,Tuesday,1920Q4,before,both ends
1659,ABBOTSFORD STREET,4/06/2020,Thursday,1920Q4,before,both ends
1659,ABBOTSFORD STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
1659,ABBOTSFORD STREET,2/11/2020,Monday,2021Q2,during construction (exclude),both ends
1659,ABBOTSFORD STREET,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
1659,ABBOTSFORD STREET,22/01/2021,Friday,2021Q3,after,both ends
1659,ABBOTSFORD STREET,11/03/2021,Thursday,2021Q3,after,both ends
1659,ABBOTSFORD STREET,29/04/2021,Thursday,2021Q4,after,both ends
1659,ABBOTSFORD STREET,21/06/2021,Monday,2021Q4,after,both ends
1659,ABBOTSFORD STREET,27/07/2021,Tuesday,2122Q1,after,both ends
1659,ABBOTSFORD STREET,1/09/2021,Wednesday,2122Q1,after,both ends
1659,ABBOTSFORD STREET,23/09/2021,Thursday,2122Q1,after,both ends
1659,ABBOTSFORD STREET,26/09/2021,Sunday,2122Q1,after,both ends
1659,ABBOTSFORD STREET,27/10/2021,Wednesday,2122Q2,after,both ends
1659,ABBOTSFORD STREET,31/10/2021,Sunday,2122Q2,after,both ends
1659,ABBOTSFORD STREET,24/12/2021,Friday,2122Q2,after,both ends
1660,ABBOTSFORD STREET,31/08/2019,Saturday,1920Q1,before,both ends
1660,ABBOTSFORD STREET,17/12/2019,Tuesday,1920Q2,before,both ends
1660,ABBOTSFORD STREET,17/02/2020,Monday,1920Q3,before,both ends
1660,ABBOTSFORD STREET,28/04/2020,Tuesday,1920Q4,before,both ends
1660,ABBOTSFORD STREET,4/06/2020,Thursday,1920Q4,before,both ends
1660,ABBOTSFORD STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
1660,ABBOTSFORD STREET,2/11/2020,Monday,2021Q2,during construction (exclude),both ends
1660,ABBOTSFORD STREET,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
1660,ABBOTSFORD STREET,22/01/2021,Friday,2021Q3,after,both ends
1660,ABBOTSFORD STREET,11/03/2021,Thursday,2021Q3,after,both ends
1660,ABBOTSFORD STREET,29/04/2021,Thursday,2021Q4,after,both ends
1660,ABBOTSFORD STREET,21/06/2021,Monday,2021Q4,after,both ends
1660,ABBOTSFORD STREET,27/07/2021,Tuesday,2122Q1,after,both ends
1660,ABBOTSFORD STREET,1/09/2021,Wednesday,2122Q1,after,both ends
1660,ABBOTSFORD STREET,23/09/2021,Thursday,2122Q1,after,both ends
1660,ABBOTSFORD STREET,26/09/2021,Sunday,2122Q1,after,both ends
1660,ABBOTSFORD STREET,27/10/2021,Wednesday,2122Q2,after,both ends
1660,ABBOTSFORD STREET,31/10/2021,Sunday,2122Q2,after,both ends
1660,ABBOTSFORD STREET,24/12/2021,Friday,2122Q2,after,both ends
1661,ABBOTSFORD STREET,31/08/2019,Saturday,1920Q1,before,both ends
1661,ABBOTSFORD STREET,17/12/2019,Tuesday,1920Q2,before,both ends
1661,ABBOTSFORD STREET,17/02/2020,Monday,1920Q3,before,both ends
1661,ABBOTSFORD STREET,28/04/2020,Tuesday,1920Q4,before,both ends
1661,ABBOTSFORD STREET,4/06/2020,Thursday,1920Q4,before,both ends
1661,ABBOTSFORD STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
1661,ABBOTSFORD STREET,2/11/2020,Monday,2021Q2,during construction (exclude),both ends
1661,ABBOTSFORD STREET,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
1661,ABBOTSFORD STREET,22/01/2021,Friday,2021Q3,after,both ends
1661,ABBOTSFORD STREET,11/03/2021,Thursday,2021Q3,after,both ends
1661,ABBOTSFORD STREET,29/04/2021,Thursday,2021Q4,after,both ends
1661,ABBOTSFORD STREET,21/06/2021,Monday,2021Q4,after,both ends
1661,ABBOTSFORD STREET,27/07/2021,Tuesday,2122Q1,after,both ends
1661,ABBOTSFORD STREET,1/09/2021,Wednesday,2122Q1,after,both ends
1661,ABBOTSFORD STREET,23/09/2021,Thursday,2122Q1,after,both ends
1661,ABBOTSFORD STREET,26/09/2021,Sunday,2122Q1,after,both ends
1661,ABBOTSFORD STREET,27/10/2021,Wednesday,2122Q2,after,both ends
1661,ABBOTSFORD STREET,31/10/2021,Sunday,2122Q2,after,both ends
1661,ABBOTSFORD STREET,24/12/2021,Friday,2122Q2,after,both ends
1662,ABBOTSFORD STREET,12/04/2012,Thursday,1112Q4,before,both ends
1662,ABBOTSFORD STREET,8/07/2012,Sunday,1213Q1,before,both ends
1662,ABBOTSFORD STREET,2/10/2012,Tuesday,1213Q2,before,both ends
1662,ABBOTSFORD STREET,23/10/2012,Tuesday,1213Q2,before,both ends
1662,ABBOTSFORD STREET,26/12/2012,Wednesday,1213Q2,before,both ends
1662,ABBOTSFORD STREET,4/01/2013,Friday,1213Q3,before,both ends
1662,ABBOTSFORD STREET,14/02/2013,Thursday,1213Q3,before,both ends
1662,ABBOTSFORD STREET,6/03/2013,Wednesday,1213Q3,before,both ends
1662,ABBOTSFORD STREET,5/04/2013,Friday,1213Q4,during construction (exclude),both ends
1662,ABBOTSFORD STREET,8/05/2013,Wednesday,1213Q4,during construction (exclude),both ends
1662,ABBOTSFORD STREET,21/06/2013,Friday,1213Q4,during construction (exclude),both ends
1662,ABBOTSFORD STREET,4/09/2013,Wednesday,1314Q1,during construction (exclude),both ends
1662,ABBOTSFORD STREET,19/10/2013,Saturday,1314Q2,after,both ends
1662,ABBOTSFORD STREET,9/01/2014,Thursday,1314Q3,after,both ends
1662,ABBOTSFORD STREET,4/03/2014,Tuesday,1314Q3,after,both ends
1662,ABBOTSFORD STREET,15/05/2014,Thursday,1314Q4,after,both ends
1662,ABBOTSFORD STREET,3/08/2014,Sunday,1415Q1,after,both ends
1662,ABBOTSFORD STREET,5/09/2014,Friday,1415Q1,after,both ends
1663,ABBOTSFORD STREET,12/04/2012,Thursday,1112Q4,before,both ends
1663,ABBOTSFORD STREET,8/07/2012,Sunday,1213Q1,before,both ends
1663,ABBOTSFORD STREET,2/10/2012,Tuesday,1213Q2,before,both ends
1663,ABBOTSFORD STREET,23/10/2012,Tuesday,1213Q2,before,both ends
1663,ABBOTSFORD STREET,26/12/2012,Wednesday,1213Q2,before,both ends
1663,ABBOTSFORD STREET,4/01/2013,Friday,1213Q3,before,both ends
1663,ABBOTSFORD STREET,14/02/2013,Thursday,1213Q3,before,both ends
1663,ABBOTSFORD STREET,6/03/2013,Wednesday,1213Q3,before,both ends
1663,ABBOTSFORD STREET,5/04/2013,Friday,1213Q4,during construction (exclude),both ends
1663,ABBOTSFORD STREET,8/05/2013,Wednesday,1213Q4,during construction (exclude),both ends
1663,ABBOTSFORD STREET,21/06/2013,Friday,1213Q4,during construction (exclude),both ends
1663,ABBOTSFORD STREET,4/09/2013,Wednesday,1314Q1,during construction (exclude),both ends
1663,ABBOTSFORD STREET,19/10/2013,Saturday,1314Q2,after,both ends
1663,ABBOTSFORD STREET,9/01/2014,Thursday,1314Q3,after,both ends
1663,ABBOTSFORD STREET,4/03/2014,Tuesday,1314Q3,after,both ends
1663,ABBOTSFORD STREET,15/05/2014,Thursday,1314Q4,after,both ends
1663,ABBOTSFORD STREET,3/08/2014,Sunday,1415Q1,after,both ends
1663,ABBOTSFORD STREET,5/09/2014,Friday,1415Q1,after,both ends
1753,CECIL STREET,12/10/2009,Monday,0910Q2,before,both ends
1753,CECIL STREET,6/11/2009,Friday,0910Q2,before,both ends
1753,CECIL STREET,13/11/2009,Friday,0910Q2,before,both ends
1753,CECIL STREET,7/01/2010,Thursday,0910Q3,before,both ends
1753,CECIL STREET,20/02/2010,Saturday,0910Q3,before,both ends
1753,CECIL STREET,16/04/2010,Friday,0910Q4,before,both ends
1753,CECIL STREET,21/06/2010,Monday,0910Q4,before,both ends
1753,CECIL STREET,11/07/2010,Sunday,1011Q1,before,both ends
1753,CECIL STREET,1/10/2010,Friday,1011Q2,during construction (exclude),both ends
1753,CECIL STREET,20/10/2010,Wednesday,1011Q2,during construction (exclude),both ends
1753,CECIL STREET,20/11/2010,Saturday,1011Q2,during construction (exclude),both ends
1753,CECIL STREET,29/01/2011,Saturday,1011Q3,during construction (exclude),both ends
1753,CECIL STREET,6/04/2011,Wednesday,1011Q4,during construction (exclude),both ends
1753,CECIL STREET,28/06/2011,Tuesday,1011Q4,during construction (exclude),both ends
1753,CECIL STREET,20/08/2011,Saturday,1112Q1,after,both ends
1753,CECIL STREET,18/10/2011,Tuesday,1112Q2,after,both ends
1753,CECIL STREET,17/11/2011,Thursday,1112Q2,after,both ends
1753,CECIL STREET,5/12/2011,Monday,1112Q2,after,both ends
1753,CECIL STREET,17/01/2012,Tuesday,1112Q3,after,both ends
1753,CECIL STREET,15/02/2012,Wednesday,1112Q3,after,both ends
1753,CECIL STREET,12/03/2012,Monday,1112Q3,after,both ends
1753,CECIL STREET,12/04/2012,Thursday,1112Q4,after,both ends
2269,ACLAND STREET,1/05/2015,Friday,1415Q4,before,both ends
2269,ACLAND STREET,17/05/2015,Sunday,1415Q4,before,both ends
2269,ACLAND STREET,26/05/2015,Tuesday,1415Q4,before,both ends
2269,ACLAND STREET,13/09/2015,Sunday,1516Q1,before,both ends
2269,ACLAND STREET,4/10/2015,Sunday,1516Q2,before,both ends
2269,ACLAND STREET,14/12/2015,Monday,1516Q2,before,both ends
2269,ACLAND STREET,15/12/2015,Tuesday,1516Q2,before,both ends
2269,ACLAND STREET,18/01/2016,Monday,1516Q3,before,both ends
2269,ACLAND STREET,5/02/2016,Friday,1516Q3,before,both ends
2269,ACLAND STREET,20/03/2016,Sunday,1516Q3,before,both ends
2269,ACLAND STREET,19/04/2016,Tuesday,1516Q4,during construction (exclude),both ends
2269,ACLAND STREET,28/08/2016,Sunday,1617Q1,during construction (exclude),both ends
2269,ACLAND STREET,8/10/2016,Saturday,1617Q2,after,both ends
2269,ACLAND STREET,22/12/2016,Thursday,1617Q2,after,both ends
2269,ACLAND STREET,23/12/2016,Friday,1617Q2,after,both ends
2269,ACLAND STREET,7/02/2017,Tuesday,1617Q3,after,both ends
2269,ACLAND STREET,4/05/2017,Thursday,1617Q4,after,both ends
2269,ACLAND STREET,9/08/2017,Wednesday,1718Q1,after,both ends
3124,KAVANAGH STREET,28/04/2020,Tuesday,1920Q4,before,both ends
3124,KAVANAGH STREET,4/06/2020,Thursday,1920Q4,before,both ends
3124,KAVANAGH STREET,7/09/2020,Monday,2021Q1,before,both ends
3124,KAVANAGH STREET,2/11/2020,Monday,2021Q2,before,both ends
3124,KAVANAGH STREET,8/11/2020,Sunday,2021Q2,before,both ends
3124,KAVANAGH STREET,22/01/2021,Friday,2021Q3,before,both ends
3124,KAVANAGH STREET,11/03/2021,Thursday,2021Q3,before,both ends
3124,KAVANAGH STREET,29/04/2021,Thursday,2021Q4,during construction (exclude),both ends
3124,KAVANAGH STREET,21/06/2021,Monday,2021Q4,during construction (exclude),both ends
3124,KAVANAGH STREET,27/07/2021,Tuesday,2122Q1,after,both ends
3124,KAVANAGH STREET,1/09/2021,Wednesday,2122Q1,after,both ends
3124,KAVANAGH STREET,23/09/2021,Thursday,2122Q1,after,both ends
3124,KAVANAGH STREET,26/09/2021,Sunday,2122Q1,after,both ends
3124,KAVANAGH STREET,27/10/2021,Wednesday,2122Q2,after,both ends
3124,KAVANAGH STREET,31/10/2021,Sunday,2122Q2,after,both ends
3124,KAVANAGH STREET,24/12/2021,Friday,2122Q2,after,both ends
3124,KAVANAGH STREET,12/02/2022,Saturday,2122Q3,after,both ends
3124,KAVANAGH STREET,17/04/2022,Sunday,2122Q4,after,both ends
3124,KAVANAGH STREET,28/06/2022,Tuesday,2122Q4,after,both ends
3536,PIER STREET,31/08/2019,Saturday,1920Q1,before,both ends
3536,PIER STREET,25/11/2019,Monday,1920Q2,before,both ends
3536,PIER STREET,17/12/2019,Tuesday,1920Q2,before,both ends
3536,PIER STREET,17/02/2020,Monday,1920Q3,before,both ends
3536,PIER STREET,28/04/2020,Tuesday,1920Q4,before,both ends
3536,PIER STREET,7/09/2020,Monday,2021Q1,during construction (exclude),both ends
3536,PIER STREET,8/11/2020,Sunday,2021Q2,during construction (exclude),both ends
3536,PIER STREET,22/01/2021,Friday,2021Q3,after,both ends
3536,PIER STREET,11/03/2021,Thursday,2021Q3,after,both ends
3536,PIER STREET,29/04/2021,Thursday,2021Q4,after,both ends
3536,PIER STREET,1/09/2021,Wednesday,2122Q1,after,both ends
3536,PIER STREET,27/10/2021,Wednesday,2122Q2,after,both ends
3536,PIER STREET,1/12/2021,Wednesday,2122Q2,after,both ends
3536,PIER STREET,24/12/2021,Friday,2122Q2,after,both ends
4751,FRENCH STREET,2/11/2020,Monday,2021Q2,before,both ends
4751,FRENCH STREET,8/11/2020,Sunday,2021Q2,before,both ends
4751,FRENCH STREET,22/01/2021,Friday,2021Q3,before,both ends
4751,FRENCH STREET,11/03/2021,Thursday,2021Q3,before,both ends
4751,FRENCH STREET,29/04/2021,Thursday,2021Q4,before,both ends
4751,FRENCH STREET,21/06/2021,Monday,2021Q4,before,both ends
4751,FRENCH STREET,27/07/2021,Tuesday,2122Q1,before,both ends
4751,FRENCH STREET,1/09/2021,Wednesday,2122Q1,before,both ends
4751,FRENCH STREET,26/09/2021,Sunday,2122Q1,before,both ends
4751,FRENCH STREET,27/10/2021,Wednesday,2122Q2,during construction (exclude),both ends
4751,FRENCH STREET,24/12/2021,Friday,2122Q2,during construction (exclude),both ends
4751,FRENCH STREET,12/02/2022,Saturday,2122Q3,after,both ends
4751,FRENCH STREET,17/04/2022,Sunday,2122Q4,after,both ends
4751,FRENCH STREET,28/06/2022,Tuesday,2122Q4,after,both ends
4751,FRENCH STREET,21/07/2022,Thursday,2223Q1,after,both ends
4751,FRENCH STREET,14/09/2022,Wednesday,2223Q1,after,both ends
4751,FRENCH STREET,3/12/2022,Saturday,2223Q2,after,both ends
4751,FRENCH STREET,1/01/2023,Sunday,2223Q3,after,both ends
4752,FRENCH STREET,2/11/2020,Monday,2021Q2,before,both ends
4752,FRENCH STREET,8/11/2020,Sunday,2021Q2,before,both ends
4752,FRENCH STREET,22/01/2021,Friday,2021Q3,before,both ends
4752,FRENCH STREET,11/03/2021,Thursday,2021Q3,before,both ends
4752,FRENCH STREET,29/04/2021,Thursday,2021Q4,before,both ends
4752,FRENCH STREET,21/06/2021,Monday,2021Q4,before,both ends
4752,FRENCH STREET,27/07/2021,Tuesday,2122Q1,before,both ends
4752,FRENCH STREET,1/09/2021,Wednesday,2122Q1,before,both ends
4752,FRENCH STREET,26/09/2021,Sunday,2122Q1,before,both ends
4752,FRENCH STREET,27/10/2021,Wednesday,2122Q2,during construction (exclude),both ends
4752,FRENCH STREET,24/12/2021,Friday,2122Q2,during construction (exclude),both ends
4752,FRENCH STREET,12/02/2022,Saturday,2122Q3,after,both ends
4752,FRENCH STREET,17/04/2022,Sunday,2122Q4,after,both ends
4752,FRENCH STREET,28/06/2022,Tuesday,2122Q4,after,both ends
4752,FRENCH STREET,21/07/2022,Thursday,2223Q1,after,both ends
4752,FRENCH STREET,14/09/2022,Wednesday,2223Q1,after,both ends
4752,FRENCH STREET,3/12/2022,Saturday,2223Q2,after,both ends
4752,FRENCH STREET,1/01/2023,Sunday,2223Q3,after,both ends
5082,WALKER STREET,6/11/2009,Friday,0910Q2,before,both ends
5082,WALKER STREET,13/11/2009,Friday,0910Q2,before,both ends
5082,WALKER STREET,7/01/2010,Thursday,0910Q3,before,both ends
5082,WALKER STREET,20/02/2010,Saturday,0910Q3,before,both ends
5082,WALKER STREET,16/04/2010,Friday,0910Q4,before,both ends
5082,WALKER STREET,22/06/2010,Tuesday,0910Q4,before,both ends
5082,WALKER STREET,11/07/2010,Sunday,1011Q1,before,both ends
5082,WALKER STREET,3/10/2010,Sunday,1011Q2,during construction (exclude),both ends
5082,WALKER STREET,20/10/2010,Wednesday,1011Q2,during construction (exclude),both ends
5082,WALKER STREET,20/11/2010,Saturday,1011Q2,during construction (exclude),both ends
5082,WALKER STREET,24/12/2010,Friday,1011Q2,during construction (exclude),both ends
5082,WALKER STREET,20/01/2011,Thursday,1011Q3,during construction (exclude),both ends
5082,WALKER STREET,6/04/2011,Wednesday,1011Q4,during construction (exclude),both ends
5082,WALKER STREET,29/04/2011,Friday,1011Q4,during construction (exclude),both ends
5082,WALKER STREET,28/06/2011,Tuesday,1011Q4,during construction (exclude),both ends
5082,WALKER STREET,20/08/2011,Saturday,1112Q1,during construction (exclude),both ends
5082,WALKER STREET,18/10/2011,Tuesday,1112Q2,during construction (exclude),both ends
5082,WALKER STREET,17/11/2011,Thursday,1112Q2,during construction (exclude),both ends
5082,WALKER STREET,5/12/2011,Monday,1112Q2,during construction (exclude),both ends
5082,WALKER STREET,16/01/2012,Monday,1112Q3,after,both ends
5082,WALKER STREET,1/02/2012,Wednesday,1112Q3,after,both ends
5082,WALKER STREET,12/03/2012,Monday,1112Q3,after,both ends
5082,WALKER STREET,20/03/2012,Tuesday,1112Q3,after,both ends
5082,WALKER STREET,12/04/2012,Thursday,1112Q4,after,both ends
5082,WALKER STREET,4/10/2012,Thursday,1213Q2,after,both ends
5082,WALKER STREET,24/10/2012,Wednesday,1213Q2,after,both ends
5082,WALKER STREET,19/11/2012,Monday,1213Q2,after,both ends
5082,WALKER STREET,23/12/2012,Sunday,1213Q2,after,both ends
5083,WALKER STREET,20/01/2013,Sunday,1213Q3,before,both ends
5083,WALKER STREET,13/02/2013,Wednesday,1213Q3,before,both ends
5083,WALKER STREET,5/03/2013,Tuesday,1213Q3,before,both ends
5083,WALKER STREET,4/04/2013,Thursday,1213Q4,before,both ends
5083,WALKER STREET,9/05/2013,Thursday,1213Q4,before,both ends
5083,WALKER STREET,20/06/2013,Thursday,1213Q4,before,both ends
5083,WALKER STREET,10/07/2013,Wednesday,1314Q1,before,both ends
5083,WALKER STREET,30/08/2013,Friday,1314Q1,before,both ends
5083,WALKER STREET,18/10/2013,Friday,1314Q2,before,both ends
5083,WALKER STREET,8/01/2014,Wednesday,1314Q3,during construction (exclude),both ends
5083,WALKER STREET,3/03/2014,Monday,1314Q3,during construction (exclude),both ends
5083,WALKER STREET,16/04/2014,Wednesday,1314Q4,during construction (exclude),both ends
5083,WALKER STREET,14/05/2014,Wednesday,1314Q4,during construction (exclude),both ends
5083,WALKER STREET,4/08/2014,Monday,1415Q1,after,both ends
5083,WALKER STREET,22/09/2014,Monday,1415Q1,after,both ends
5083,WALKER STREET,3/11/2014,Monday,1415Q2,after,both ends
5083,WALKER STREET,6/02/2015,Friday,1415Q3,after,both ends
5083,WALKER STREET,26/05/2015,Tuesday,1415Q4,after,both ends
5629,SOUTHBANK BOULEVARD,22/01/2021,Friday,2021Q3,before,both ends
5629,SOUTHBANK BOULEVARD,11/03/2021,Thursday,2021Q3,before,both ends
5629,SOUTHBANK BOULEVARD,29/04/2021,Thursday,2021Q4,before,both ends
5629,SOUTHBANK BOULEVARD,21/06/2021,Monday,2021Q4,before,both ends
5629,SOUTHBANK BOULEVARD,27/07/2021,Tuesday,2122Q1,before,both ends
5629,SOUTHBANK BOULEVARD,1/09/2021,Wednesday,2122Q1,before,both ends
5629,SOUTHBANK BOULEVARD,23/09/2021,Thursday,2122Q1,before,both ends
5629,SOUTHBANK BOULEVARD,26/09/2021,Sunday,2122Q1,before,both ends
5629,SOUTHBANK BOULEVARD,27/10/2021,Wednesday,2122Q2,before,both ends
5629,SOUTHBANK BOULEVARD,31/10/2021,Sunday,2122Q2,before,both ends
5629,SOUTHBANK BOULEVARD,24/12/2021,Friday,2122Q2,before,both ends
5629,SOUTHBANK BOULEVARD,12/02/2022,Saturday,2122Q3,during construction (exclude),both ends
5629,SOUTHBANK BOULEVARD,17/04/2022,Sunday,2122Q4,during construction (exclude),both ends
5629,SOUTHBANK BOULEVARD,28/06/2022,Tuesday,2122Q4,during construction (exclude),both ends
5629,SOUTHBANK BOULEVARD,21/07/2022,Thursday,2223Q1,after,both ends
5629,SOUTHBANK BOULEVARD,14/09/2022,Wednesday,2223Q1,after,both ends
5629,SOUTHBANK BOULEVARD,3/12/2022,Saturday,2223Q2,after,both ends
5629,SOUTHBANK BOULEVARD,1/01/2023,Sunday,2223Q3,after,both ends
5629,SOUTHBANK BOULEVARD,24/04/2023,Monday,2223Q4,after,both ends
