SITE_ID,STREET,INTERVENTION_DATE,BEFORE_AVERAGE_DAILY_COUNT,AFTER_AVERAGE_DAILY_COUNT,ABSOLUTE_CHANGE,PERCENTAGE_CHANGE
9077,Albert Street,2020-06-04,939.3267045454545,610.9593147751606,-328.3673897702939,-34.95774028155547
