SITE_ID,STREET,DATE
40005,Heidelberg Road,2019-12-19
40005,Heidelberg Road,2019-12-20
40005,Heidelberg Road,2019-12-21
40005,Heidelberg Road,2019-12-22
40005,Heidelberg Road,2019-12-23
40005,Heidelberg Road,2019-12-24
40005,Heidelberg Road,2019-12-25
40005,Heidelberg Road,2019-12-26
40005,Heidelberg Road,2019-12-27
40005,Heidelberg Road,2019-12-28
40005,Heidelberg Road,2019-12-29
40005,Heidelberg Road,2019-12-30
40005,Heidelberg Road,2019-12-31
40005,Heidelberg Road,2020-01-01
40005,Heidelberg Road,2020-01-02
40005,Heidelberg Road,2020-01-03
40005,Heidelberg Road,2020-01-04
40005,Heidelberg Road,2020-01-05
40005,Heidelberg Road,2020-01-06
40005,Heidelberg Road,2020-01-07
40005,Heidelberg Road,2020-01-08
40005,Heidelberg Road,2020-01-09
40005,Heidelberg Road,2020-01-10
40005,Heidelberg Road,2020-01-11
40005,Heidelberg Road,2020-01-12
40005,Heidelberg Road,2020-01-13
40005,Heidelberg Road,2020-01-14
40005,Heidelberg Road,2020-01-15
40005,Heidelberg Road,2020-01-16
40005,Heidelberg Road,2020-01-17
40005,Heidelberg Road,2020-01-18
40005,Heidelberg Road,2020-01-19
40005,Heidelberg Road,2020-01-20
40005,Heidelberg Road,2020-01-21
40005,Heidelberg Road,2020-01-22
40005,Heidelberg Road,2020-01-23
40005,Heidelberg Road,2020-01-24
40005,Heidelberg Road,2020-01-25
40005,Heidelberg Road,2020-01-26
40005,Heidelberg Road,2020-01-27
40005,Heidelberg Road,2020-01-28
40005,Heidelberg Road,2020-01-29
40005,Heidelberg Road,2020-01-30
40005,Heidelberg Road,2020-01-31
40005,Heidelberg Road,2020-02-01
40005,Heidelberg Road,2020-02-02
40005,Heidelberg Road,2020-02-03
40005,Heidelberg Road,2020-02-04
40005,Heidelberg Road,2020-02-05
40005,Heidelberg Road,2020-02-06
40005,Heidelberg Road,2020-02-07
40005,Heidelberg Road,2020-02-08
40005,Heidelberg Road,2020-02-09
40005,Heidelberg Road,2020-02-10
40005,Heidelberg Road,2020-02-11
40005,Heidelberg Road,2020-02-12
40005,Heidelberg Road,2020-02-13
40005,Heidelberg Road,2020-02-14
40005,Heidelberg Road,2020-02-15
40005,Heidelberg Road,2020-02-16
40005,Heidelberg Road,2020-02-17
40005,Heidelberg Road,2020-02-18
40005,Heidelberg Road,2020-02-19
40005,Heidelberg Road,2020-02-20
40005,Heidelberg Road,2020-02-21
40005,Heidelberg Road,2020-02-22
40005,Heidelberg Road,2020-02-23
40005,Heidelberg Road,2020-02-24
40005,Heidelberg Road,2020-02-25
40005,Heidelberg Road,2020-02-26
40005,Heidelberg Road,2020-02-27
40005,Heidelberg Road,2020-02-28
40005,Heidelberg Road,2020-02-29
40005,Heidelberg Road,2020-03-01
40005,Heidelberg Road,2020-03-02
40005,Heidelberg Road,2020-03-03
40005,Heidelberg Road,2020-03-04
40005,Heidelberg Road,2020-03-05
40005,Heidelberg Road,2020-03-06
40005,Heidelberg Road,2020-03-07
40005,Heidelberg Road,2020-03-08
40005,Heidelberg Road,2020-03-09
40005,Heidelberg Road,2020-03-10
40005,Heidelberg Road,2020-03-11
40005,Heidelberg Road,2020-03-12
40005,Heidelberg Road,2020-03-13
40005,Heidelberg Road,2020-03-14
40005,Heidelberg Road,2020-03-15
40005,Heidelberg Road,2020-03-16
40005,Heidelberg Road,2020-03-17
40005,Heidelberg Road,2020-03-18
40005,Heidelberg Road,2020-03-19
40005,Heidelberg Road,2020-03-20
40005,Heidelberg Road,2020-03-21
40005,Heidelberg Road,2020-03-22
40005,Heidelberg Road,2020-03-23
40005,Heidelberg Road,2020-03-24
40005,Heidelberg Road,2020-03-25
40005,Heidelberg Road,2020-03-26
40005,Heidelberg Road,2020-03-27
40005,Heidelberg Road,2020-03-28
40005,Heidelberg Road,2020-03-29
40005,Heidelberg Road,2020-03-30
40005,Heidelberg Road,2020-03-31
40005,Heidelberg Road,2020-04-01
40005,Heidelberg Road,2020-04-02
40005,Heidelberg Road,2020-04-03
40005,Heidelberg Road,2020-04-04
40005,Heidelberg Road,2020-04-05
40005,Heidelberg Road,2020-04-06
40005,Heidelberg Road,2020-04-07
40005,Heidelberg Road,2020-04-08
40005,Heidelberg Road,2020-04-09
40005,Heidelberg Road,2020-04-10
40005,Heidelberg Road,2020-04-11
40005,Heidelberg Road,2020-04-12
40005,Heidelberg Road,2020-04-13
40005,Heidelberg Road,2020-04-14
40005,Heidelberg Road,2020-04-15
40005,Heidelberg Road,2020-04-16
40005,Heidelberg Road,2020-04-17
40005,Heidelberg Road,2020-04-18
40005,Heidelberg Road,2020-04-19
40005,Heidelberg Road,2020-04-20
40005,Heidelberg Road,2020-04-21
40005,Heidelberg Road,2020-04-22
40005,Heidelberg Road,2020-04-23
40005,Heidelberg Road,2020-04-24
40005,Heidelberg Road,2020-04-25
40005,Heidelberg Road,2020-04-26
40005,Heidelberg Road,2020-04-27
40005,Heidelberg Road,2020-04-28
40005,Heidelberg Road,2020-04-29
40005,Heidelberg Road,2020-04-30
40005,Heidelberg Road,2020-05-01
40005,Heidelberg Road,2020-05-02
40005,Heidelberg Road,2020-05-03
40005,Heidelberg Road,2020-05-04
40005,Heidelberg Road,2020-05-05
40005,Heidelberg Road,2020-05-06
40005,Heidelberg Road,2020-05-07
40005,Heidelberg Road,2020-05-08
40005,Heidelberg Road,2020-05-09
40005,Heidelberg Road,2020-05-10
40005,Heidelberg Road,2020-05-11
40005,Heidelberg Road,2020-05-12
40005,Heidelberg Road,2020-05-13
40005,Heidelberg Road,2020-05-14
40005,Heidelberg Road,2020-05-15
40005,Heidelberg Road,2020-05-16
40005,Heidelberg Road,2020-05-17
40005,Heidelberg Road,2020-05-18
40005,Heidelberg Road,2020-05-19
40005,Heidelberg Road,2020-05-20
40005,Heidelberg Road,2020-05-21
40005,Heidelberg Road,2020-05-22
40005,Heidelberg Road,2020-05-23
40005,Heidelberg Road,2020-05-24
40005,Heidelberg Road,2020-05-25
40005,Heidelberg Road,2020-05-26
40005,Heidelberg Road,2020-05-27
40005,Heidelberg Road,2020-05-28
40005,Heidelberg Road,2020-05-29
40005,Heidelberg Road,2020-05-30
40005,Heidelberg Road,2020-05-31
40005,Heidelberg Road,2020-06-01
40005,Heidelberg Road,2020-06-02
40005,Heidelberg Road,2020-06-03
40005,Heidelberg Road,2020-06-04
40005,Heidelberg Road,2020-06-05
40005,Heidelberg Road,2020-06-06
40005,Heidelberg Road,2020-06-07
40005,Heidelberg Road,2020-06-08
40005,Heidelberg Road,2020-06-09
40005,Heidelberg Road,2020-06-10
40005,Heidelberg Road,2020-06-11
40005,Heidelberg Road,2020-06-12
40005,Heidelberg Road,2020-06-13
40005,Heidelberg Road,2020-06-14
40005,Heidelberg Road,2020-06-15
40005,Heidelberg Road,2020-06-16
40005,Heidelberg Road,2020-06-17
40005,Heidelberg Road,2020-06-18
40005,Heidelberg Road,2020-06-19
40005,Heidelberg Road,2020-06-20
40005,Heidelberg Road,2020-06-21
40005,Heidelberg Road,2020-06-22
40005,Heidelberg Road,2020-06-23
40005,Heidelberg Road,2020-06-24
40005,Heidelberg Road,2020-06-25
40005,Heidelberg Road,2020-06-26
40005,Heidelberg Road,2020-06-27
40005,Heidelberg Road,2020-06-28
40005,Heidelberg Road,2020-06-29
40005,Heidelberg Road,2020-06-30
40005,Heidelberg Road,2020-07-01
40005,Heidelberg Road,2020-07-02
40005,Heidelberg Road,2020-07-03
40005,Heidelberg Road,2020-07-04
40005,Heidelberg Road,2020-07-05
40005,Heidelberg Road,2020-07-06
40005,Heidelberg Road,2020-07-07
40005,Heidelberg Road,2020-07-08
40005,Heidelberg Road,2020-07-09
40005,Heidelberg Road,2020-07-10
40005,Heidelberg Road,2020-07-11
40005,Heidelberg Road,2020-07-12
40005,Heidelberg Road,2020-07-13
40005,Heidelberg Road,2020-07-14
40005,Heidelberg Road,2020-07-15
40005,Heidelberg Road,2020-07-16
40005,Heidelberg Road,2020-07-17
40005,Heidelberg Road,2020-07-18
40005,Heidelberg Road,2020-07-19
40005,Heidelberg Road,2020-07-20
40005,Heidelberg Road,2020-07-21
40005,Heidelberg Road,2020-07-22
40005,Heidelberg Road,2020-07-23
40005,Heidelberg Road,2020-07-24
40005,Heidelberg Road,2020-07-25
40005,Heidelberg Road,2020-07-26
40005,Heidelberg Road,2020-07-27
40005,Heidelberg Road,2020-07-28
40005,Heidelberg Road,2020-07-29
40005,Heidelberg Road,2020-07-30
40005,Heidelberg Road,2020-07-31
40005,Heidelberg Road,2020-08-01
40005,Heidelberg Road,2020-08-02
40005,Heidelberg Road,2020-08-03
40005,Heidelberg Road,2020-08-04
40005,Heidelberg Road,2020-08-05
40005,Heidelberg Road,2020-08-06
40005,Heidelberg Road,2020-08-07
40005,Heidelberg Road,2020-08-08
40005,Heidelberg Road,2020-08-09
40005,Heidelberg Road,2020-08-10
40005,Heidelberg Road,2020-08-11
40005,Heidelberg Road,2020-08-12
40005,Heidelberg Road,2020-08-13
40005,Heidelberg Road,2020-08-14
40005,Heidelberg Road,2020-08-15
40005,Heidelberg Road,2020-08-16
40005,Heidelberg Road,2020-08-17
40005,Heidelberg Road,2020-08-18
40005,Heidelberg Road,2020-08-19
40005,Heidelberg Road,2020-08-20
40005,Heidelberg Road,2020-08-21
40005,Heidelberg Road,2020-08-22
40005,Heidelberg Road,2020-08-23
40005,Heidelberg Road,2020-08-24
40005,Heidelberg Road,2020-08-25
40005,Heidelberg Road,2020-08-26
40005,Heidelberg Road,2020-08-27
40005,Heidelberg Road,2020-08-28
40005,Heidelberg Road,2020-08-29
40005,Heidelberg Road,2020-08-30
40005,Heidelberg Road,2020-08-31
40005,Heidelberg Road,2020-09-01
40005,Heidelberg Road,2020-09-02
40005,Heidelberg Road,2020-09-03
40005,Heidelberg Road,2020-09-04
40005,Heidelberg Road,2020-09-05
40005,Heidelberg Road,2020-09-06
40005,Heidelberg Road,2020-09-07
40005,Heidelberg Road,2020-09-08
40005,Heidelberg Road,2020-09-09
40005,Heidelberg Road,2020-09-10
40005,Heidelberg Road,2020-09-11
40005,Heidelberg Road,2020-09-12
40005,Heidelberg Road,2020-09-13
40005,Heidelberg Road,2020-09-14
40005,Heidelberg Road,2020-09-15
40005,Heidelberg Road,2020-09-16
40005,Heidelberg Road,2020-09-17
40005,Heidelberg Road,2020-09-18
40005,Heidelberg Road,2020-09-19
40005,Heidelberg Road,2020-09-20
40005,Heidelberg Road,2020-09-21
40005,Heidelberg Road,2020-09-22
40005,Heidelberg Road,2020-09-23
40005,Heidelberg Road,2020-09-24
40005,Heidelberg Road,2020-09-25
40005,Heidelberg Road,2020-09-26
40005,Heidelberg Road,2020-09-27
40005,Heidelberg Road,2020-09-28
40005,Heidelberg Road,2020-09-29
40005,Heidelberg Road,2020-09-30
40005,Heidelberg Road,2020-10-01
40005,Heidelberg Road,2020-10-02
40005,Heidelberg Road,2020-10-03
40005,Heidelberg Road,2020-10-04
40005,Heidelberg Road,2020-10-05
40005,Heidelberg Road,2020-10-06
40005,Heidelberg Road,2020-10-07
40005,Heidelberg Road,2020-10-08
40005,Heidelberg Road,2020-10-09
40005,Heidelberg Road,2020-10-10
40005,Heidelberg Road,2020-10-11
40005,Heidelberg Road,2020-10-12
40005,Heidelberg Road,2020-10-13
40005,Heidelberg Road,2020-10-14
40005,Heidelberg Road,2020-10-15
40005,Heidelberg Road,2020-10-16
40005,Heidelberg Road,2020-10-17
40005,Heidelberg Road,2020-10-18
40005,Heidelberg Road,2020-10-19
40005,Heidelberg Road,2020-10-20
40005,Heidelberg Road,2020-10-21
40005,Heidelberg Road,2020-10-22
40005,Heidelberg Road,2020-10-23
40005,Heidelberg Road,2020-10-24
40005,Heidelberg Road,2020-10-25
40005,Heidelberg Road,2020-10-26
40005,Heidelberg Road,2020-10-27
40005,Heidelberg Road,2020-10-28
40005,Heidelberg Road,2020-10-29
40005,Heidelberg Road,2020-10-30
40005,Heidelberg Road,2020-10-31
40005,Heidelberg Road,2020-11-01
40005,Heidelberg Road,2020-11-02
40005,Heidelberg Road,2020-11-03
40005,Heidelberg Road,2020-11-04
40005,Heidelberg Road,2020-11-05
40005,Heidelberg Road,2020-11-06
40005,Heidelberg Road,2020-11-07
40005,Heidelberg Road,2020-11-08
40005,Heidelberg Road,2020-11-09
40005,Heidelberg Road,2020-11-10
40005,Heidelberg Road,2020-11-11
40005,Heidelberg Road,2020-11-12
40005,Heidelberg Road,2020-11-13
40005,Heidelberg Road,2020-11-14
40005,Heidelberg Road,2020-11-15
40005,Heidelberg Road,2020-11-16
40005,Heidelberg Road,2020-11-17
40005,Heidelberg Road,2020-11-18
40005,Heidelberg Road,2020-11-19
40005,Heidelberg Road,2020-11-20
40005,Heidelberg Road,2020-11-21
40005,Heidelberg Road,2020-11-22
40005,Heidelberg Road,2020-11-23
40005,Heidelberg Road,2020-11-24
40005,Heidelberg Road,2020-11-25
40005,Heidelberg Road,2020-11-26
40005,Heidelberg Road,2020-11-27
40005,Heidelberg Road,2020-11-28
40005,Heidelberg Road,2020-11-29
40005,Heidelberg Road,2020-11-30
40005,Heidelberg Road,2020-12-01
40005,Heidelberg Road,2020-12-02
40005,Heidelberg Road,2020-12-03
40005,Heidelberg Road,2020-12-04
40005,Heidelberg Road,2020-12-05
40005,Heidelberg Road,2020-12-06
40005,Heidelberg Road,2020-12-07
40005,Heidelberg Road,2020-12-08
40005,Heidelberg Road,2020-12-09
40005,Heidelberg Road,2020-12-10
40005,Heidelberg Road,2020-12-11
40005,Heidelberg Road,2020-12-12
40005,Heidelberg Road,2020-12-13
40005,Heidelberg Road,2020-12-14
40005,Heidelberg Road,2020-12-15
40005,Heidelberg Road,2020-12-16
40005,Heidelberg Road,2020-12-17
40005,Heidelberg Road,2020-12-18
40005,Heidelberg Road,2020-12-19
40005,Heidelberg Road,2020-12-20
40005,Heidelberg Road,2020-12-21
40005,Heidelberg Road,2020-12-22
40005,Heidelberg Road,2020-12-23
40005,Heidelberg Road,2020-12-24
40005,Heidelberg Road,2020-12-25
40005,Heidelberg Road,2020-12-26
40005,Heidelberg Road,2020-12-27
40005,Heidelberg Road,2020-12-28
40005,Heidelberg Road,2020-12-29
40005,Heidelberg Road,2020-12-30
40005,Heidelberg Road,2020-12-31
40005,Heidelberg Road,2021-01-01
40005,Heidelberg Road,2021-01-02
40005,Heidelberg Road,2021-01-03
40005,Heidelberg Road,2021-01-04
40005,Heidelberg Road,2021-01-05
40005,Heidelberg Road,2021-01-06
40005,Heidelberg Road,2021-01-07
40005,Heidelberg Road,2021-01-08
40005,Heidelberg Road,2021-12-13
40005,Heidelberg Road,2021-12-14
40005,Heidelberg Road,2021-12-15
40005,Heidelberg Road,2021-12-16
40005,Heidelberg Road,2021-12-17
40005,Heidelberg Road,2021-12-18
40005,Heidelberg Road,2021-12-19
40005,Heidelberg Road,2022-01-03
40005,Heidelberg Road,2022-01-04
40005,Heidelberg Road,2022-01-05
40005,Heidelberg Road,2022-01-06
40005,Heidelberg Road,2022-01-07
40005,Heidelberg Road,2022-01-08
40005,Heidelberg Road,2022-01-09
40005,Heidelberg Road,2022-02-07
40005,Heidelberg Road,2022-02-08
40005,Heidelberg Road,2022-02-09
40005,Heidelberg Road,2022-02-10
40005,Heidelberg Road,2022-02-11
40005,Heidelberg Road,2022-02-12
40005,Heidelberg Road,2022-02-13
40005,Heidelberg Road,2022-02-14
40005,Heidelberg Road,2022-02-15
40005,Heidelberg Road,2022-02-16
40005,Heidelberg Road,2022-02-17
40005,Heidelberg Road,2022-02-18
40005,Heidelberg Road,2022-02-19
40005,Heidelberg Road,2022-02-20
40005,Heidelberg Road,2022-02-28
40005,Heidelberg Road,2022-03-01
40005,Heidelberg Road,2022-03-02
40005,Heidelberg Road,2022-03-03
40005,Heidelberg Road,2022-03-04
40005,Heidelberg Road,2022-03-05
40005,Heidelberg Road,2022-03-06
