ORIGINAL_BEFORE_AVERAGE,DEDUPLICATED_BEFORE_AVERAGE,BEFORE_AVERAGE_DIFFERENCE,ORIGINAL_AFTER_AVERAGE,DEDUPLICATED_AFTER_AVERAGE,AFTER_AVERAGE_DIFFERENCE,ORIGINAL_PERCENTAGE_CHANGE,DEDUPLICATED_PERCENTAGE_CHANGE,PERCENTAGE_POINT_DIFFERENCE
939.8835227272727,939.3267045454545,-0.5568181818182438,611.1381156316917,610.9593147751606,-0.17880085653109745,-34.977249749166376,-34.95774028155547,0.01950946761090222
