SITE_ID,STREET,DATE_PARSED,BICYCLE_DETECTIONS
9077,Albert Street,2021-07-07,811
9077,Albert Street,2021-07-08,773
9077,Albert Street,2021-07-09,707
9077,Albert Street,2021-07-10,351
9077,Albert Street,2021-07-11,358
9077,Albert Street,2021-07-12,718
9077,Albert Street,2021-07-13,910
9077,Albert Street,2021-07-14,569
9077,Albert Street,2021-07-15,729
9077,Albert Street,2021-07-16,313
9077,Albert Street,2021-07-17,142
9077,Albert Street,2021-07-18,279
9077,Albert Street,2021-07-19,307
9077,Albert Street,2021-07-20,181
9077,Albert Street,2021-07-21,336
9077,Albert Street,2021-07-22,369
9077,Albert Street,2021-07-23,365
9077,Albert Street,2021-07-24,272
9077,Albert Street,2021-07-25,302
9077,Albert Street,2021-07-26,352
9077,Albert Street,2021-07-27,357
9077,Albert Street,2021-07-28,425
9077,Albert Street,2021-07-29,607
9077,Albert Street,2021-07-30,591
9077,Albert Street,2021-07-31,329
9077,Albert Street,2021-08-01,343
9077,Albert Street,2021-08-02,640
9077,Albert Street,2021-08-03,565
9077,Albert Street,2021-08-04,554
9077,Albert Street,2021-08-05,656
9077,Albert Street,2021-08-06,367
9077,Albert Street,2021-08-07,373
9077,Albert Street,2021-08-08,381
9077,Albert Street,2021-08-09,376
9077,Albert Street,2021-08-10,458
9077,Albert Street,2021-08-11,289
9077,Albert Street,2021-08-12,473
9077,Albert Street,2021-08-13,462
9077,Albert Street,2021-08-14,457
9077,Albert Street,2021-08-15,463
9077,Albert Street,2021-08-16,330
9077,Albert Street,2021-08-17,402
9077,Albert Street,2021-08-18,404
9077,Albert Street,2021-08-19,465
9077,Albert Street,2021-08-20,316
9077,Albert Street,2021-08-21,506
9077,Albert Street,2021-08-22,464
9077,Albert Street,2021-08-23,272
9077,Albert Street,2021-08-24,376
9077,Albert Street,2021-08-25,373
9077,Albert Street,2021-08-26,411
9077,Albert Street,2021-08-27,404
9077,Albert Street,2021-08-28,531
9077,Albert Street,2021-08-29,168
9077,Albert Street,2021-08-30,428
9077,Albert Street,2021-08-31,397
9077,Albert Street,2021-09-01,549
9077,Albert Street,2021-09-02,534
9077,Albert Street,2021-09-03,228
9077,Albert Street,2021-09-04,313
9077,Albert Street,2021-09-05,289
9077,Albert Street,2021-09-06,418
9077,Albert Street,2021-09-07,446
9077,Albert Street,2021-09-08,568
9077,Albert Street,2021-09-09,500
9077,Albert Street,2021-09-10,517
9077,Albert Street,2021-09-11,489
9077,Albert Street,2021-09-12,324
9077,Albert Street,2021-09-13,386
9077,Albert Street,2021-09-14,474
9077,Albert Street,2021-09-15,511
9077,Albert Street,2021-09-16,541
9077,Albert Street,2021-09-17,467
9077,Albert Street,2021-09-18,423
9077,Albert Street,2021-09-19,358
9077,Albert Street,2021-09-20,269
9077,Albert Street,2021-09-21,270
9077,Albert Street,2021-09-22,507
9077,Albert Street,2021-09-23,571
9077,Albert Street,2021-09-24,399
9077,Albert Street,2021-09-25,364
9077,Albert Street,2021-09-26,525
9077,Albert Street,2021-09-27,544
9077,Albert Street,2021-09-28,583
9077,Albert Street,2021-09-29,326
9077,Albert Street,2021-09-30,262
9077,Albert Street,2021-10-01,410
9077,Albert Street,2021-10-02,400
9077,Albert Street,2021-10-03,401
9077,Albert Street,2021-10-04,383
9077,Albert Street,2021-10-05,352
9077,Albert Street,2021-10-06,585
9077,Albert Street,2021-10-07,487
9077,Albert Street,2021-10-08,647
9077,Albert Street,2021-10-09,545
9077,Albert Street,2021-10-10,453
9077,Albert Street,2021-10-11,401
9077,Albert Street,2021-10-12,548
9077,Albert Street,2021-10-13,431
9077,Albert Street,2021-10-14,438
9077,Albert Street,2021-10-15,322
9077,Albert Street,2021-10-16,238
9077,Albert Street,2021-10-17,502
9077,Albert Street,2021-10-18,375
9077,Albert Street,2021-10-19,427
9077,Albert Street,2021-10-20,627
9077,Albert Street,2021-10-21,629
9077,Albert Street,2021-10-22,585
9077,Albert Street,2021-10-23,208
9077,Albert Street,2021-10-24,375
9077,Albert Street,2021-10-25,500
9077,Albert Street,2021-10-26,684
9077,Albert Street,2021-10-27,707
9077,Albert Street,2021-10-28,445
9077,Albert Street,2021-10-29,334
9077,Albert Street,2021-10-30,359
9077,Albert Street,2021-10-31,423
9077,Albert Street,2021-11-01,580
9077,Albert Street,2021-11-02,410
9077,Albert Street,2021-11-03,352
9077,Albert Street,2021-11-04,745
9077,Albert Street,2021-11-05,820
9077,Albert Street,2021-11-06,410
9077,Albert Street,2021-11-07,332
9077,Albert Street,2021-11-08,724
9077,Albert Street,2021-11-09,917
9077,Albert Street,2021-11-10,320
9077,Albert Street,2021-11-11,869
9077,Albert Street,2021-11-12,287
9077,Albert Street,2021-11-13,207
9077,Albert Street,2021-11-14,218
9077,Albert Street,2021-11-15,616
9077,Albert Street,2021-11-16,766
9077,Albert Street,2021-11-17,861
9077,Albert Street,2021-11-18,786
9077,Albert Street,2021-11-19,705
9077,Albert Street,2021-11-20,519
9077,Albert Street,2021-11-21,403
9077,Albert Street,2021-11-22,882
9077,Albert Street,2021-11-23,963
9077,Albert Street,2021-11-24,811
9077,Albert Street,2021-11-25,791
9077,Albert Street,2021-11-26,682
9077,Albert Street,2021-11-27,556
9077,Albert Street,2021-11-28,457
9077,Albert Street,2021-11-29,901
9077,Albert Street,2021-11-30,1116
9077,Albert Street,2021-12-01,850
9077,Albert Street,2021-12-02,708
9077,Albert Street,2021-12-03,862
9077,Albert Street,2021-12-04,452
9077,Albert Street,2021-12-05,468
9077,Albert Street,2021-12-06,901
9077,Albert Street,2021-12-07,778
9077,Albert Street,2021-12-08,916
9077,Albert Street,2021-12-09,793
9077,Albert Street,2021-12-10,900
9077,Albert Street,2021-12-11,565
9077,Albert Street,2021-12-12,597
9077,Albert Street,2021-12-13,847
9077,Albert Street,2021-12-14,950
9077,Albert Street,2021-12-15,989
9077,Albert Street,2021-12-16,1048
9077,Albert Street,2021-12-17,903
9077,Albert Street,2021-12-18,475
9077,Albert Street,2021-12-19,237
9077,Albert Street,2021-12-20,867
9077,Albert Street,2021-12-21,889
9077,Albert Street,2021-12-22,785
9077,Albert Street,2021-12-23,701
9077,Albert Street,2021-12-24,459
9077,Albert Street,2021-12-25,129
9077,Albert Street,2021-12-26,249
9077,Albert Street,2021-12-27,381
9077,Albert Street,2021-12-28,352
9077,Albert Street,2021-12-29,414
9077,Albert Street,2021-12-30,360
9077,Albert Street,2021-12-31,258
9077,Albert Street,2022-01-01,159
9077,Albert Street,2022-01-02,268
9077,Albert Street,2022-01-03,363
9077,Albert Street,2022-01-04,512
9077,Albert Street,2022-01-05,443
9077,Albert Street,2022-01-06,394
9077,Albert Street,2022-01-07,315
9077,Albert Street,2022-01-08,259
9077,Albert Street,2022-01-09,335
9077,Albert Street,2022-01-10,582
9077,Albert Street,2022-01-11,587
9077,Albert Street,2022-01-12,633
9077,Albert Street,2022-01-13,566
9077,Albert Street,2022-01-14,494
9077,Albert Street,2022-01-15,412
9077,Albert Street,2022-01-16,450
9077,Albert Street,2022-01-17,607
9077,Albert Street,2022-01-18,749
9077,Albert Street,2022-01-19,771
9077,Albert Street,2022-01-20,791
9077,Albert Street,2022-01-21,676
9077,Albert Street,2022-01-22,369
9077,Albert Street,2022-01-23,304
9077,Albert Street,2022-01-24,599
9077,Albert Street,2022-01-25,709
9077,Albert Street,2022-01-26,375
9077,Albert Street,2022-01-27,491
9077,Albert Street,2022-01-28,371
9077,Albert Street,2022-01-29,370
9077,Albert Street,2022-01-30,416
9077,Albert Street,2022-01-31,643
9077,Albert Street,2022-02-01,861
9077,Albert Street,2022-02-02,793
9077,Albert Street,2022-02-03,767
9077,Albert Street,2022-02-04,919
9077,Albert Street,2022-02-05,587
9077,Albert Street,2022-02-06,501
9077,Albert Street,2022-02-07,776
9077,Albert Street,2022-02-08,1007
9077,Albert Street,2022-02-09,917
9077,Albert Street,2022-02-10,1021
9077,Albert Street,2022-02-11,909
9077,Albert Street,2022-02-12,623
9077,Albert Street,2022-02-13,510
9077,Albert Street,2022-02-14,899
9077,Albert Street,2022-02-15,1059
9077,Albert Street,2022-02-16,1006
9077,Albert Street,2022-02-17,968
9077,Albert Street,2022-02-18,892
9077,Albert Street,2022-02-19,546
9077,Albert Street,2022-02-20,460
9077,Albert Street,2022-02-21,886
9077,Albert Street,2022-02-22,1028
9077,Albert Street,2022-02-23,1075
9077,Albert Street,2022-02-24,1015
9077,Albert Street,2022-02-25,952
9077,Albert Street,2022-02-26,600
9077,Albert Street,2022-02-27,506
9077,Albert Street,2022-02-28,1055
9077,Albert Street,2022-03-01,968
9077,Albert Street,2022-03-02,1053
9077,Albert Street,2022-03-03,1277
9077,Albert Street,2022-03-04,1024
9077,Albert Street,2022-03-05,361
9077,Albert Street,2022-03-06,297
9077,Albert Street,2022-03-07,1058
9077,Albert Street,2022-03-08,1182
9077,Albert Street,2022-03-09,1248
9077,Albert Street,2022-03-10,1220
9077,Albert Street,2022-03-11,991
9077,Albert Street,2022-03-12,523
9077,Albert Street,2022-03-13,450
9077,Albert Street,2022-03-14,444
9077,Albert Street,2022-03-15,1056
9077,Albert Street,2022-03-16,1344
9077,Albert Street,2022-03-17,1368
9077,Albert Street,2022-03-18,1093
9077,Albert Street,2022-03-19,666
9077,Albert Street,2022-03-20,563
9077,Albert Street,2022-03-21,1066
9077,Albert Street,2022-03-22,1133
9077,Albert Street,2022-03-23,1271
9077,Albert Street,2022-03-24,1172
9077,Albert Street,2022-03-25,1077
9077,Albert Street,2022-03-26,651
9077,Albert Street,2022-03-27,515
9077,Albert Street,2022-03-28,1033
9077,Albert Street,2022-03-29,1274
9077,Albert Street,2022-03-30,1242
9077,Albert Street,2022-03-31,1152
9077,Albert Street,2022-04-01,1005
9077,Albert Street,2022-04-02,520
9077,Albert Street,2022-04-03,520
9077,Albert Street,2022-04-04,1001
9077,Albert Street,2022-04-05,1227
9077,Albert Street,2022-04-06,1281
9077,Albert Street,2022-04-07,1272
9077,Albert Street,2022-04-08,1086
9077,Albert Street,2022-04-09,629
9077,Albert Street,2022-04-10,588
9077,Albert Street,2022-04-11,785
9077,Albert Street,2022-04-12,1192
9077,Albert Street,2022-04-13,1110
9077,Albert Street,2022-04-14,1081
9077,Albert Street,2022-04-15,466
9077,Albert Street,2022-04-16,504
9077,Albert Street,2022-04-17,387
9077,Albert Street,2022-04-18,193
9077,Albert Street,2022-04-19,371
9077,Albert Street,2022-04-20,800
9077,Albert Street,2022-04-21,835
9077,Albert Street,2022-04-22,813
9077,Albert Street,2022-04-23,567
9077,Albert Street,2022-04-24,542
9077,Albert Street,2022-04-25,524
9077,Albert Street,2022-04-26,1078
9077,Albert Street,2022-04-27,1130
9077,Albert Street,2022-04-28,1242
9077,Albert Street,2022-04-29,777
9077,Albert Street,2022-04-30,527
9077,Albert Street,2022-05-01,503
9077,Albert Street,2022-05-02,963
9077,Albert Street,2022-05-03,1268
9077,Albert Street,2022-05-04,971
9077,Albert Street,2022-05-05,981
9077,Albert Street,2022-05-06,817
9077,Albert Street,2022-05-07,417
9077,Albert Street,2022-05-08,456
9077,Albert Street,2022-05-09,984
9077,Albert Street,2022-05-10,1130
9077,Albert Street,2022-05-11,1090
9077,Albert Street,2022-05-12,1060
9077,Albert Street,2022-05-13,789
9077,Albert Street,2022-05-14,406
9077,Albert Street,2022-05-15,479
9077,Albert Street,2022-05-16,860
9077,Albert Street,2022-05-17,1040
9077,Albert Street,2022-05-18,990
9077,Albert Street,2022-05-19,1086
9077,Albert Street,2022-05-20,894
9077,Albert Street,2022-05-21,585
9077,Albert Street,2022-05-22,395
9077,Albert Street,2022-05-23,903
9077,Albert Street,2022-05-24,1092
9077,Albert Street,2022-05-25,1092
9077,Albert Street,2022-05-26,865
9077,Albert Street,2022-05-27,823
9077,Albert Street,2022-05-28,570
9077,Albert Street,2022-05-29,547
9077,Albert Street,2022-05-30,549
9077,Albert Street,2022-05-31,660
9077,Albert Street,2022-06-01,423
9077,Albert Street,2022-06-02,928
9077,Albert Street,2022-06-03,804
9077,Albert Street,2022-06-04,425
9077,Albert Street,2022-06-05,304
9077,Albert Street,2022-06-06,653
9077,Albert Street,2022-06-07,529
9077,Albert Street,2022-06-08,764
9077,Albert Street,2022-06-09,840
9077,Albert Street,2022-06-10,775
9077,Albert Street,2022-06-11,378
9077,Albert Street,2022-06-12,267
9077,Albert Street,2022-06-13,384
9077,Albert Street,2022-06-14,879
9077,Albert Street,2022-06-15,702
9077,Albert Street,2022-06-16,726
9077,Albert Street,2022-06-17,724
9077,Albert Street,2022-06-18,477
9077,Albert Street,2022-06-19,374
9077,Albert Street,2022-06-20,825
9077,Albert Street,2022-06-21,842
9077,Albert Street,2022-06-22,908
9077,Albert Street,2022-06-23,1004
9077,Albert Street,2022-06-24,680
9077,Albert Street,2022-06-25,492
9077,Albert Street,2022-06-26,258
9077,Albert Street,2022-06-27,719
9077,Albert Street,2022-06-28,779
9077,Albert Street,2022-06-29,826
9077,Albert Street,2022-06-30,878
9077,Albert Street,2022-07-01,714
9077,Albert Street,2022-07-02,435
9077,Albert Street,2022-07-03,420
9077,Albert Street,2022-07-04,752
9077,Albert Street,2022-07-05,807
9077,Albert Street,2022-07-06,842
9077,Albert Street,2022-07-07,754
9077,Albert Street,2022-07-08,430
9077,Albert Street,2022-07-09,374
9077,Albert Street,2022-07-10,362
9077,Albert Street,2022-07-11,804
9077,Albert Street,2022-07-12,579
9077,Albert Street,2022-07-13,689
9077,Albert Street,2022-07-14,824
9077,Albert Street,2022-07-15,750
9077,Albert Street,2022-07-16,409
9077,Albert Street,2022-07-17,269
9077,Albert Street,2022-07-18,693
9077,Albert Street,2022-07-19,877
9077,Albert Street,2022-07-20,788
9077,Albert Street,2022-07-21,783
9077,Albert Street,2022-07-22,772
9077,Albert Street,2022-07-23,205
9077,Albert Street,2022-07-24,490
9077,Albert Street,2022-07-25,600
9077,Albert Street,2022-07-26,715
9077,Albert Street,2022-07-27,594
9077,Albert Street,2022-07-28,642
9077,Albert Street,2022-07-29,624
9077,Albert Street,2022-07-30,442
9077,Albert Street,2022-07-31,373
9077,Albert Street,2022-08-01,747
9077,Albert Street,2022-08-02,848
9077,Albert Street,2022-08-03,799
9077,Albert Street,2022-08-04,886
9077,Albert Street,2022-08-05,638
9077,Albert Street,2022-08-06,329
9077,Albert Street,2022-08-07,346
9077,Albert Street,2022-08-08,732
9077,Albert Street,2022-08-09,916
9077,Albert Street,2022-08-10,921
9077,Albert Street,2022-08-11,813
9077,Albert Street,2022-08-12,699
9077,Albert Street,2022-08-13,460
9077,Albert Street,2022-08-14,375
9077,Albert Street,2022-08-15,710
9077,Albert Street,2022-08-16,671
9077,Albert Street,2022-08-17,822
9077,Albert Street,2022-08-18,676
9077,Albert Street,2022-08-19,727
9077,Albert Street,2022-08-20,403
9077,Albert Street,2022-08-21,535
9077,Albert Street,2022-08-22,555
9077,Albert Street,2022-08-23,693
9077,Albert Street,2022-08-24,731
9077,Albert Street,2022-08-25,722
9077,Albert Street,2022-08-26,739
9077,Albert Street,2022-08-27,491
9077,Albert Street,2022-08-28,369
9077,Albert Street,2022-08-29,610
9077,Albert Street,2022-08-30,713
9077,Albert Street,2022-08-31,956
9077,Albert Street,2022-09-01,926
9077,Albert Street,2022-09-02,872
9077,Albert Street,2022-09-03,517
9077,Albert Street,2022-09-04,364
9077,Albert Street,2022-09-05,850
9077,Albert Street,2022-09-06,1050
9077,Albert Street,2022-09-07,1025
9077,Albert Street,2022-09-08,725
9077,Albert Street,2022-09-09,925
9077,Albert Street,2022-09-10,408
9077,Albert Street,2022-09-11,350
9077,Albert Street,2022-09-12,868
9077,Albert Street,2022-09-13,962
9077,Albert Street,2022-09-14,987
9077,Albert Street,2022-09-15,937
9077,Albert Street,2022-09-16,772
9077,Albert Street,2022-09-17,302
9077,Albert Street,2022-09-18,252
9077,Albert Street,2022-09-19,792
9077,Albert Street,2022-09-20,1027
9077,Albert Street,2022-09-21,965
9077,Albert Street,2022-09-22,513
9077,Albert Street,2022-09-23,447
9077,Albert Street,2022-09-24,562
9077,Albert Street,2022-09-25,409
9077,Albert Street,2022-09-26,666
9077,Albert Street,2022-09-27,738
9077,Albert Street,2022-09-28,833
9077,Albert Street,2022-09-29,1085
9077,Albert Street,2022-09-30,950
9077,Albert Street,2022-10-01,581
9077,Albert Street,2022-10-02,670
9077,Albert Street,2022-10-03,988
9077,Albert Street,2022-10-04,1166
9077,Albert Street,2022-10-05,737
9077,Albert Street,2022-10-06,999
9077,Albert Street,2022-10-07,621
9077,Albert Street,2022-10-08,581
9077,Albert Street,2022-10-09,398
9077,Albert Street,2022-10-10,1043
9077,Albert Street,2022-10-11,1257
9077,Albert Street,2022-10-12,587
9077,Albert Street,2022-10-13,314
9077,Albert Street,2022-10-14,676
9077,Albert Street,2022-10-15,529
9077,Albert Street,2022-10-16,413
9077,Albert Street,2022-10-17,1039
9077,Albert Street,2022-10-18,1278
9077,Albert Street,2022-10-19,1332
9077,Albert Street,2022-10-20,1279
9077,Albert Street,2022-10-21,811
9077,Albert Street,2022-10-22,344
9077,Albert Street,2022-10-23,455
9077,Albert Street,2022-10-24,829
9077,Albert Street,2022-10-25,957
9077,Albert Street,2022-10-26,814
9077,Albert Street,2022-10-27,683
9077,Albert Street,2022-10-28,575
9077,Albert Street,2022-10-29,325
9077,Albert Street,2022-10-30,397
9077,Albert Street,2022-10-31,511
9077,Albert Street,2022-11-01,254
9077,Albert Street,2022-11-02,894
9077,Albert Street,2022-11-03,977
9077,Albert Street,2022-11-04,963
9077,Albert Street,2022-11-05,538
9077,Albert Street,2022-11-06,507
9077,Albert Street,2022-11-07,1089
9077,Albert Street,2022-11-08,1205
9077,Albert Street,2022-11-09,1227
9077,Albert Street,2022-11-10,1053
9077,Albert Street,2022-11-11,923
9077,Albert Street,2022-11-12,488
9077,Albert Street,2022-11-13,433
9077,Albert Street,2022-11-14,481
9077,Albert Street,2022-11-15,775
9077,Albert Street,2022-11-16,921
9077,Albert Street,2022-11-17,951
9077,Albert Street,2022-11-18,1054
9077,Albert Street,2022-11-19,370
9077,Albert Street,2022-11-20,389
9077,Albert Street,2022-11-21,697
9077,Albert Street,2022-11-22,1013
9077,Albert Street,2022-11-23,995
9077,Albert Street,2022-11-24,1180
9077,Albert Street,2022-11-25,953
9077,Albert Street,2022-11-26,502
9077,Albert Street,2022-11-27,399
9077,Albert Street,2022-11-28,911
9077,Albert Street,2022-11-29,1243
9077,Albert Street,2022-11-30,1223
9077,Albert Street,2022-12-01,1230
9077,Albert Street,2022-12-02,1086
9077,Albert Street,2022-12-03,697
9077,Albert Street,2022-12-04,488
9077,Albert Street,2022-12-05,876
9077,Albert Street,2022-12-06,1189
9077,Albert Street,2022-12-07,1261
9077,Albert Street,2022-12-08,964
9077,Albert Street,2022-12-09,975
9077,Albert Street,2022-12-10,615
9077,Albert Street,2022-12-11,365
9077,Albert Street,2022-12-12,554
9077,Albert Street,2022-12-13,924
9077,Albert Street,2022-12-14,727
9077,Albert Street,2022-12-15,975
9077,Albert Street,2022-12-16,976
9077,Albert Street,2022-12-17,578
9077,Albert Street,2022-12-18,535
9077,Albert Street,2022-12-19,994
9077,Albert Street,2022-12-20,1170
9077,Albert Street,2022-12-21,1075
9077,Albert Street,2022-12-22,624
9077,Albert Street,2022-12-23,735
9077,Albert Street,2022-12-24,445
9077,Albert Street,2022-12-25,215
32493,Wellington Street,2019-01-01,205
32493,Wellington Street,2019-01-02,647
32493,Wellington Street,2019-01-03,772
32493,Wellington Street,2019-01-04,442
32493,Wellington Street,2019-01-05,325
32493,Wellington Street,2019-01-06,418
32493,Wellington Street,2019-01-07,1193
32493,Wellington Street,2019-01-08,1331
32493,Wellington Street,2019-01-09,1196
32493,Wellington Street,2019-01-10,1414
32493,Wellington Street,2019-01-11,1100
32493,Wellington Street,2019-01-12,438
32493,Wellington Street,2019-01-13,386
32493,Wellington Street,2019-01-14,1293
32493,Wellington Street,2019-01-15,1311
32493,Wellington Street,2019-01-16,1368
32493,Wellington Street,2019-01-17,710
32493,Wellington Street,2019-01-18,576
32493,Wellington Street,2019-01-19,505
32493,Wellington Street,2019-01-20,491
32493,Wellington Street,2019-01-21,1352
32493,Wellington Street,2019-01-22,1500
32493,Wellington Street,2019-01-23,1470
32493,Wellington Street,2019-01-24,1155
32493,Wellington Street,2019-01-25,715
32493,Wellington Street,2019-01-26,521
32493,Wellington Street,2019-01-27,396
32493,Wellington Street,2019-01-28,372
32493,Wellington Street,2019-01-29,1382
32493,Wellington Street,2019-01-30,1190
32493,Wellington Street,2019-01-31,1400
32493,Wellington Street,2019-02-01,1373
32493,Wellington Street,2019-02-02,536
32493,Wellington Street,2019-02-03,351
32493,Wellington Street,2019-02-04,1494
32493,Wellington Street,2019-02-05,1642
32493,Wellington Street,2019-02-06,1311
32493,Wellington Street,2019-02-07,1241
32493,Wellington Street,2019-02-08,1256
32493,Wellington Street,2019-02-09,382
32493,Wellington Street,2019-02-10,481
32493,Wellington Street,2019-02-11,1571
32493,Wellington Street,2019-02-12,1365
32493,Wellington Street,2019-02-13,1456
32493,Wellington Street,2019-02-14,1445
32493,Wellington Street,2019-02-15,1236
32493,Wellington Street,2019-02-16,583
32493,Wellington Street,2019-02-17,411
32493,Wellington Street,2019-02-18,1457
32493,Wellington Street,2019-02-19,1631
32493,Wellington Street,2019-02-20,1561
32493,Wellington Street,2019-02-21,1501
32493,Wellington Street,2019-02-22,1272
32493,Wellington Street,2019-02-23,498
32493,Wellington Street,2019-02-24,400
32493,Wellington Street,2019-02-25,1493
32493,Wellington Street,2019-02-26,1612
32493,Wellington Street,2019-02-27,1537
32493,Wellington Street,2019-02-28,1385
32493,Wellington Street,2019-03-01,1074
32493,Wellington Street,2019-03-02,393
32493,Wellington Street,2019-03-03,258
32493,Wellington Street,2019-03-04,1517
32493,Wellington Street,2019-03-05,1576
32493,Wellington Street,2019-03-06,1357
32493,Wellington Street,2019-03-07,1485
32493,Wellington Street,2019-03-08,1192
32493,Wellington Street,2019-03-09,427
32493,Wellington Street,2019-03-10,359
32493,Wellington Street,2019-03-11,384
32493,Wellington Street,2019-03-12,1417
32493,Wellington Street,2019-03-13,1507
32493,Wellington Street,2019-03-14,1420
32493,Wellington Street,2019-03-15,1270
32493,Wellington Street,2019-03-16,573
32493,Wellington Street,2019-03-17,436
32493,Wellington Street,2019-03-18,1575
32493,Wellington Street,2019-03-19,1588
32493,Wellington Street,2019-03-20,1492
32493,Wellington Street,2019-03-21,1529
32493,Wellington Street,2019-03-22,1313
32493,Wellington Street,2019-03-23,359
32493,Wellington Street,2019-03-24,384
32493,Wellington Street,2019-03-25,1372
32493,Wellington Street,2019-03-26,1554
32493,Wellington Street,2019-03-27,1510
32493,Wellington Street,2019-03-28,1549
32493,Wellington Street,2019-03-29,1143
32493,Wellington Street,2019-03-30,211
32493,Wellington Street,2019-03-31,280
32493,Wellington Street,2019-04-01,1416
32493,Wellington Street,2019-04-02,1586
32493,Wellington Street,2019-04-03,1467
32493,Wellington Street,2019-04-04,1498
32493,Wellington Street,2019-04-05,1267
32493,Wellington Street,2019-04-06,561
32493,Wellington Street,2019-04-07,497
32493,Wellington Street,2019-04-08,1398
32493,Wellington Street,2019-04-09,1342
32493,Wellington Street,2019-04-10,1233
32493,Wellington Street,2019-04-11,1386
32493,Wellington Street,2019-04-12,1164
32493,Wellington Street,2019-04-13,490
32493,Wellington Street,2019-04-14,479
32493,Wellington Street,2019-04-15,1348
32493,Wellington Street,2019-04-16,1467
32493,Wellington Street,2019-04-17,1365
32493,Wellington Street,2019-04-18,1180
32493,Wellington Street,2019-04-19,397
32493,Wellington Street,2019-04-20,337
32493,Wellington Street,2019-04-21,259
32493,Wellington Street,2019-04-22,289
32493,Wellington Street,2019-04-23,1097
32493,Wellington Street,2019-04-24,1117
32493,Wellington Street,2019-04-25,492
32493,Wellington Street,2019-04-26,663
32493,Wellington Street,2019-04-27,350
32493,Wellington Street,2019-04-28,301
32493,Wellington Street,2019-04-29,1471
32493,Wellington Street,2019-04-30,1488
32493,Wellington Street,2019-05-01,1219
32493,Wellington Street,2019-05-02,460
32493,Wellington Street,2019-05-03,556
32493,Wellington Street,2019-05-04,428
32493,Wellington Street,2019-05-05,401
32493,Wellington Street,2019-05-06,1361
32493,Wellington Street,2019-05-07,1452
32493,Wellington Street,2019-05-08,1200
32493,Wellington Street,2019-05-09,1068
32493,Wellington Street,2019-05-10,554
32493,Wellington Street,2019-05-11,283
32493,Wellington Street,2019-05-12,290
32493,Wellington Street,2019-05-13,802
32493,Wellington Street,2019-05-14,1427
32493,Wellington Street,2019-05-15,1322
32493,Wellington Street,2019-05-16,1377
32493,Wellington Street,2019-05-17,750
32493,Wellington Street,2019-05-18,544
32493,Wellington Street,2019-05-19,431
32493,Wellington Street,2019-05-20,1203
32493,Wellington Street,2019-05-21,1611
32493,Wellington Street,2019-05-22,1477
32493,Wellington Street,2019-05-23,1380
32493,Wellington Street,2019-05-24,910
32493,Wellington Street,2019-05-25,374
32493,Wellington Street,2019-05-26,254
32493,Wellington Street,2019-05-27,1034
32493,Wellington Street,2019-05-28,1042
32493,Wellington Street,2019-05-29,930
32493,Wellington Street,2019-05-30,999
32493,Wellington Street,2019-05-31,774
32493,Wellington Street,2019-06-01,314
32493,Wellington Street,2019-06-02,309
32493,Wellington Street,2019-06-03,684
32493,Wellington Street,2019-06-04,1173
32493,Wellington Street,2019-06-05,811
32493,Wellington Street,2019-06-06,1224
32493,Wellington Street,2019-06-07,1080
32493,Wellington Street,2019-06-08,327
32493,Wellington Street,2019-06-09,283
32493,Wellington Street,2019-06-10,264
32493,Wellington Street,2019-06-11,1332
32493,Wellington Street,2019-06-12,841
32493,Wellington Street,2019-06-13,1172
32493,Wellington Street,2019-06-14,987
32493,Wellington Street,2019-06-15,354
32493,Wellington Street,2019-06-16,274
32493,Wellington Street,2019-06-17,1256
32493,Wellington Street,2019-06-18,1008
32493,Wellington Street,2019-06-19,1022
32493,Wellington Street,2019-06-20,751
32493,Wellington Street,2019-06-21,755
32493,Wellington Street,2019-06-22,277
32493,Wellington Street,2019-06-23,261
32493,Wellington Street,2019-06-24,1069
32493,Wellington Street,2019-06-25,1178
32493,Wellington Street,2019-06-26,1127
32493,Wellington Street,2019-06-27,1078
32493,Wellington Street,2019-06-28,853
32493,Wellington Street,2019-06-29,167
32493,Wellington Street,2019-06-30,332
32493,Wellington Street,2019-07-01,1058
32493,Wellington Street,2019-07-02,1019
32493,Wellington Street,2019-07-03,1099
32493,Wellington Street,2019-07-04,1101
32493,Wellington Street,2019-07-05,981
32493,Wellington Street,2019-07-06,366
32493,Wellington Street,2019-07-07,253
32493,Wellington Street,2019-07-08,1023
32493,Wellington Street,2019-07-09,1076
32493,Wellington Street,2019-07-10,946
32493,Wellington Street,2019-07-11,790
32493,Wellington Street,2019-07-12,568
32493,Wellington Street,2019-07-13,205
32493,Wellington Street,2019-07-14,203
32493,Wellington Street,2019-07-15,979
32493,Wellington Street,2019-07-16,931
32493,Wellington Street,2019-07-17,911
32493,Wellington Street,2019-07-18,1153
32493,Wellington Street,2019-07-19,872
32493,Wellington Street,2019-07-20,381
32493,Wellington Street,2019-07-21,324
32493,Wellington Street,2019-07-22,1179
32493,Wellington Street,2019-07-23,827
32493,Wellington Street,2019-07-24,951
32493,Wellington Street,2019-07-25,1203
32493,Wellington Street,2019-07-26,730
32493,Wellington Street,2019-07-27,332
32493,Wellington Street,2019-07-28,329
32493,Wellington Street,2019-07-29,1178
32493,Wellington Street,2019-07-30,1237
32493,Wellington Street,2019-07-31,1165
32493,Wellington Street,2019-08-01,1096
32493,Wellington Street,2019-08-02,982
32493,Wellington Street,2019-08-03,342
32493,Wellington Street,2019-08-04,341
