"","QUARTER","SiteID","STREET_SEGMENT_ID","Baseline","InterventionType","InterventionSummary","is_under_construction","other_major_construction","StreetInScopeOnStreetParking","StreetInScopeParkingFormat","StreetInScopeOnStreetParkingCap","BufferOnStreetParking","BufferOnStreetParkingCapacity","BufferOnStreetParkingFormat"
"1","9900Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"2","9900Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"3","9900Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"4","0001Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"5","0001Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"6","0001Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"7","0001Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"8","0102Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"9","0102Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"10","0102Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"11","0102Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"12","0203Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"13","0203Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"14","0203Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"15","0203Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"16","0304Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"17","0304Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"18","0304Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"19","0304Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"20","0405Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"21","0405Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"22","0405Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"23","0405Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"24","0506Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"25","0506Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"26","0506Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"27","0506Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"28","0607Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"29","0607Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"30","0607Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"31","0607Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"32","0708Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"33","0708Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"34","0708Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"35","0708Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"36","0809Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"37","0809Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"38","0809Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"39","0809Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"40","0910Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"41","0910Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"42","0910Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"43","0910Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"44","1011Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"45","1011Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"46","1011Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"47","1011Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"48","1112Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"49","1112Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"50","1112Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"51","1112Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"52","1213Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"53","1213Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"54","1213Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"55","1213Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"56","1314Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"57","1314Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"58","1314Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"59","1314Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"60","1415Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"61","1415Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"62","1415Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"63","1415Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"64","1516Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"65","1516Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"66","1516Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"67","1516Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"68","1617Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"69","1617Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"70","1617Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"71","1617Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"72","1718Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"73","1718Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"74","1718Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"75","1718Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"76","1819Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"77","1819Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"78","1819Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"79","1819Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"80","1920Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"81","1920Q2","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"82","1920Q3","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"83","1920Q4","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"84","2021Q1","1",12016,NA,"","",0,0,1,"Parallel",7,1,"Medium","Parallel"
"85","2021Q2","1",12016,1,"Pedestrianisation","Baseline pedestrianisation",1,1,1,"Parallel",7,1,"Medium","Parallel"
"86","2021Q3","1",12016,0,"Pedestrianisation","Pedestrianisation",1,1,0,"Parallel",0,1,"Mediumm","Parallel"
"87","2021Q4","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"88","2122Q1","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"89","2122Q2","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"90","2122Q3","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"91","2122Q4","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"92","2223Q1","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"93","2223Q2","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"94","2223Q3","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"95","2223Q4","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"96","2324Q1","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"97","2324Q2","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"98","2324Q3","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"99","2324Q4","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"100","2425Q1","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"101","2425Q2","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"102","2425Q3","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"103","2425Q4","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"104","2526Q1","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"105","2526Q2","1",12016,NA,"","",0,0,0,"Parallel",0,1,"Mediumm","Parallel"
"106","9900Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"107","9900Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"108","9900Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"109","0001Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"110","0001Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"111","0001Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"112","0001Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"113","0102Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"114","0102Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"115","0102Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"116","0102Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"117","0203Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"118","0203Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"119","0203Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"120","0203Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"121","0304Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"122","0304Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"123","0304Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"124","0304Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"125","0405Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"126","0405Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"127","0405Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"128","0405Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"129","0506Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"130","0506Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"131","0506Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"132","0506Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"133","0607Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"134","0607Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"135","0607Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"136","0607Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"137","0708Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"138","0708Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"139","0708Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"140","0708Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"141","0809Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"142","0809Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"143","0809Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"144","0809Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"145","0910Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"146","0910Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"147","0910Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"148","0910Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"149","1011Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"150","1011Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"151","1011Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"152","1011Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"153","1112Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"154","1112Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"155","1112Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"156","1112Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"157","1213Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"158","1213Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"159","1213Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"160","1213Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"161","1314Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"162","1314Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"163","1314Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"164","1314Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"165","1415Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"166","1415Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"167","1415Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"168","1415Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"169","1516Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"170","1516Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"171","1516Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"172","1516Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"173","1617Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"174","1617Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"175","1617Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"176","1617Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"177","1718Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"178","1718Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"179","1718Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"180","1718Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"181","1819Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"182","1819Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"183","1819Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"184","1819Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"185","1920Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"186","1920Q2","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"187","1920Q3","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"188","1920Q4","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"189","2021Q1","10",7325,NA,"","",0,0,1,"Mixed",51,1,"Low","Mixed"
"190","2021Q2","10",7325,1,"ProtectedBikeLane","Painted bike lane",1,1,1,"Mixed",51,1,"Low","Mixed"
"191","2021Q3","10",7325,NA,"","",1,1,1,"Mixed",51,1,"Low","Mixed"
"192","2021Q4","10",7325,NA,"","",1,1,1,"Mixed",51,1,"Low","Mixed"
"193","2122Q1","10",7325,0,"ProtectedBikeLane","Protected Bike Lane",1,1,1,"Parallel",32,1,"Low","Mixed"
"194","2122Q2","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"195","2122Q3","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"196","2122Q4","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"197","2223Q1","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"198","2223Q2","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"199","2223Q3","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"200","2223Q4","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"201","2324Q1","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"202","2324Q2","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"203","2324Q3","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"204","2324Q4","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"205","2425Q1","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"206","2425Q2","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"207","2425Q3","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"208","2425Q4","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"209","2526Q1","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"210","2526Q2","10",7325,NA,"","",0,0,1,"Parallel",32,1,"Low","Mixed"
"211","9900Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"212","9900Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"213","9900Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"214","0001Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"215","0001Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"216","0001Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"217","0001Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"218","0102Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"219","0102Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"220","0102Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"221","0102Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"222","0203Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"223","0203Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"224","0203Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"225","0203Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"226","0304Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"227","0304Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"228","0304Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"229","0304Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"230","0405Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"231","0405Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"232","0405Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"233","0405Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"234","0506Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"235","0506Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"236","0506Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"237","0506Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"238","0607Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"239","0607Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"240","0607Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"241","0607Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"242","0708Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"243","0708Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"244","0708Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"245","0708Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"246","0809Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"247","0809Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"248","0809Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"249","0809Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"250","0910Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"251","0910Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"252","0910Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"253","0910Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"254","1011Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"255","1011Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"256","1011Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"257","1011Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"258","1112Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"259","1112Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"260","1112Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"261","1112Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"262","1213Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"263","1213Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"264","1213Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"265","1213Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"266","1314Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"267","1314Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"268","1314Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"269","1314Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"270","1415Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"271","1415Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"272","1415Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"273","1415Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"274","1516Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"275","1516Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"276","1516Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"277","1516Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"278","1617Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"279","1617Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"280","1617Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"281","1617Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"282","1718Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"283","1718Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"284","1718Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"285","1718Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"286","1819Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"287","1819Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"288","1819Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"289","1819Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"290","1920Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"291","1920Q2","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"292","1920Q3","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"293","1920Q4","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"294","2021Q1","10",7326,NA,"","",0,0,1,"Mixed",80,1,"Low","Mixed"
"295","2021Q2","10",7326,1,"ProtectedBikeLane","Painted bike lane",1,1,1,"Mixed",80,1,"Low","Mixed"
"296","2021Q3","10",7326,NA,"","",1,1,1,"Mixed",80,1,"Low","Mixed"
